symbol,ex_date,ratio_new,ratio_old,factor,price_ratio,vol_gate_day,vol_gate_persist,price_dev,gap_days,persistence
SOXS,2026-03-05,1,20,0.05,0.049526,0.0149,0.0184,0.009515,1,persistent
SOXS,2026-07-15,3,29,0.103448,0.104202,0.0306,0.0378,0.00726,1,persistent
SOXX,2024-03-07,65,22,2.954545,2.958743,2.769,2.7121,0.00142,1,persistent
SPAQ,2024-10-15,1,15,0.066667,0.06563,0.0007,0.002,0.015666,944,persistent
SPCB,2022-11-23,3,25,0.12,0.121421,3.296,0.4,0.01177,1,persistent
SPCB,2024-08-22,2,35,0.057143,0.05717,0.0328,0.0508,0.000482,1,persistent
SPCE,2024-06-17,2,29,0.068966,0.06849,0.2535,0.2581,0.006919,3,persistent
SPGC,2024-12-12,50,11,4.545455,4.529201,1812.1887,396.7925,0.003582,3,persistent
SPIR,2023-08-31,9,70,0.128571,0.126966,0.4302,0.3339,0.012563,1,persistent
SPKLW,2026-05-08,9,20,0.45,0.45,0.347,0.7749,0.0,7,persistent
SPPL,2025-04-08,8,65,0.123077,0.123524,0.214,0.2,0.003627,4,persistent
SPRB,2024-03-14,65,16,4.0625,4.03876,81.469,3.0412,0.005861,1,persistent
SPRC,2023-10-31,32,65,0.492308,0.492754,107.2589,0.5802,0.000905,1,persistent
SPRC,2025-07-09,1,23,0.043478,0.043785,0.4149,0.1383,0.007037,8,persistent
SPRC,2025-07-31,13,9,1.444444,1.446488,2.029,1.9324,0.001414,1,persistent
SPRC,2026-03-04,2,21,0.095238,0.095828,0.3143,0.8971,0.006178,1,persistent
SPRU,2023-10-09,9,65,0.138462,0.138903,0.5522,0.1639,0.003181,3,persistent
SPTKW,2022-05-13,13,6,2.166667,2.167,2.0,2.0,0.000154,15,persistent
SPWR,2025-04-22,4,65,0.061538,0.061523,0.1373,0.0431,0.000254,250,persistent
SPXS,2025-09-29,1,10,0.1,0.101071,0.1087,0.1295,0.010651,3,persistent
SPXU,2024-04-10,6,31,0.193548,0.196122,0.75,0.3755,0.013209,1,persistent
SPXU,2025-11-20,17,65,0.261538,0.261891,0.1331,0.0706,0.001348,1,persistent
SQL,2022-10-12,10,7,1.428571,1.431419,1.51,1.0,0.001991,14,persistent
SQNS,2025-09-17,1,10,0.1,0.1,0.3049,0.2714,0.0,1,persistent
SQQQ,2022-01-13,13,64,0.203125,0.202806,0.1932,0.2382,0.001571,1,persistent
SQQQ,2024-11-07,13,64,0.203125,0.202991,0.0809,0.0945,0.000658,1,persistent
SQQQ,2025-11-20,3,14,0.214286,0.213701,0.1516,0.2649,0.002734,1,persistent
SRE,2023-08-22,2,1,2.0,2.004228,2.0423,2.0142,0.002112,1,persistent
SRET,2022-12-20,22,65,0.338462,0.338799,0.222,0.2775,0.000997,4,persistent
SRFM,2024-08-19,1,7,0.142857,0.145,0.3029,0.5391,0.014889,3,persistent
SRGA,2022-05-17,1,31,0.032258,0.031994,0.2681,0.0255,0.008231,1,persistent
SRS,2024-11-07,9,35,0.257143,0.253958,0.1345,0.1358,0.012462,1,persistent
SRSAW,2022-02-08,7,15,0.466667,0.467491,0.2836,0.5821,0.001764,6,bad-open-print
SRSAW,2022-02-28,31,64,0.484375,0.48676,0.5283,0.3585,0.004911,6,bad-open-print
SRTY,2022-01-13,13,64,0.203125,0.203382,0.8857,0.5765,0.001266,1,persistent
SRTY,2025-11-20,17,64,0.265625,0.265849,0.1029,0.408,0.000842,1,persistent
SRV RT,2024-11-13,17,11,1.545455,1.545917,0.7626,1.5635,0.000299,1,persistent
SRZN,2023-12-22,1,18,0.055556,0.05573,0.094,0.3266,0.003131,10,persistent
SRZNW,2021-10-27,17,64,0.265625,0.265306,0.5102,0.1531,0.001201,26,persistent
SRZNW,2022-07-27,31,17,1.823529,1.826522,0.97,1.0,0.00164,9,persistent
SSG,2024-04-17,6,31,0.193548,0.193284,0.0597,0.995,0.001369,8,persistent
SSG,2024-11-07,6,29,0.206897,0.20621,1.1207,0.1296,0.003323,1,persistent
SSG,2025-11-20,4,15,0.266667,0.26615,0.5613,0.0329,0.00194,1,persistent
SSKN,2024-06-07,3,25,0.12,0.119871,1.0,0.1,0.001072,2,persistent
SSM,2026-05-14,32,19,1.684211,1.677249,0.9,1.9,0.004142,8,persistent
SSO,2025-11-20,31,16,1.9375,1.950595,1.8818,2.4849,0.006736,1,persistent
SST,2025-06-12,3,29,0.103448,0.103035,0.5915,0.7914,0.004001,1,persistent
STAF,2022-06-29,3,26,0.115385,0.116297,0.1961,0.9392,0.007876,6,persistent
STAF,2024-06-26,1,9,0.111111,0.110871,0.476,0.8661,0.002167,1,persistent
STAI,2025-12-16,1,19,0.052632,0.053789,0.1074,0.0653,0.021746,1,persistent
STBX,2024-10-31,1,12,0.083333,0.082516,1.078,0.8396,0.009855,1,persistent
STBX,2025-03-03,3,25,0.12,0.118833,0.7116,0.5981,0.00977,3,persistent
STEC,2025-08-07,65,22,2.954545,2.948348,1.5148,3.8815,0.0021,93,persistent
STEM,2025-06-23,1,20,0.05,0.050938,0.2524,0.2409,0.018584,3,persistent
STFS,2026-03-13,1,32,0.03125,0.031609,0.0233,0.0014,0.011417,1,persistent
STI,2024-06-18,80,19,4.210526,4.21978,35.6099,4.6512,0.002195,1,persistent
STI,2025-05-12,1,50,0.02,0.020088,0.2065,0.0766,0.004368,3,persistent
STKH,2024-06-25,2,13,0.153846,0.152778,0.1191,0.2894,0.006969,85,persistent
STKH,2025-09-10,1,8,0.125,0.126128,0.0733,0.0865,0.008986,1,persistent
STRC,2023-07-06,5,29,0.172414,0.172316,0.308,0.107,0.000565,1,persistent
STRM,2024-10-04,1,15,0.066667,0.065974,0.0581,0.0553,0.01045,1,persistent
STRN,2025-09-04,2,31,0.064516,0.065344,2.331,0.4662,0.012745,994,persistent
STRO,2025-12-03,1,10,0.1,0.098764,0.4653,0.2758,0.012441,1,persistent
STRR,2024-06-17,9,40,0.225,0.223612,6.24,0.448,0.006189,3,persistent
STSA,2022-11-14,100,19,5.263158,5.285714,304.7077,33.0418,0.004277,3,persistent
STSS,2025-01-28,17,4,4.25,4.255319,68.4054,141.5495,0.001251,5,persistent
STXX,2026-04-29,20,29,0.689655,0.68995,0.8137,0.3707,0.000427,1,persistent
SUAC WS,2022-03-29,19,40,0.475,0.47541,2.2968,0.1935,0.000862,1,bad-open-print
SUAC WS,2022-08-03,5,8,0.625,0.626105,0.38,0.5181,0.001767,1,persistent
SUGP,2025-08-25,1,12,0.083333,0.083916,0.686,0.194,0.006969,3,persistent
SUGP,2026-08-06,13,80,0.1625,0.162137,1.7745,0.7818,0.002238,1,persistent
SUNL,2023-08-23,1,15,0.066667,0.066502,0.2291,0.0795,0.002466,1,persistent
SURGW,2023-12-12,27,19,1.421053,1.419643,0.8772,1.7544,0.000993,6,persistent
SURGW,2024-03-13,9,4,2.25,2.252632,1.14,2.3333,0.001169,1,persistent
SVACW,2026-04-09,7,10,0.7,0.7,0.6667,0.6667,0.0,1,persistent
SVC,2026-07-07,1,5,0.2,0.197517,0.3198,0.4108,0.012493,1,persistent
SVFD,2023-10-06,6,31,0.193548,0.195035,2.535,0.2357,0.007654,1,persistent
SVIIW,2025-07-31,1,5,0.2,0.2,4.8491,0.4162,0.0,106,persistent
SVRE,2025-02-21,3,40,0.075,0.07561,0.0511,0.0109,0.008097,1,persistent
SVRN,2026-03-30,3,70,0.042857,0.042892,0.3142,0.0361,0.000817,3,persistent
SVVC,2022-08-26,64,29,2.206897,2.205479,2.0,1.0,0.000642,175,persistent
SVVC,2023-01-03,7,4,1.75,1.746988,1.0,2.0,0.001723,126,persistent
SWETW,2022-05-09,23,16,1.4375,1.434263,0.9524,1.9048,0.002254,5,persistent
SWSSW,2022-08-19,8,5,1.6,1.6,1.0,1.0,0.0,1,persistent
SWSSW,2022-09-19,22,13,1.692308,1.695305,1.0,2.0,0.001769,4,persistent
SWVL,2023-01-26,3,80,0.0375,0.037899,0.0441,0.032,0.010572,1,persistent
SWVL,2025-04-07,26,15,1.733333,1.730337,1.5504,1.907,0.00173,24,persistent
SXTC,2022-05-19,2,31,0.064516,0.063966,0.2204,0.1176,0.008556,1,persistent
SXTC,2023-10-05,1,27,0.037037,0.036538,4.0207,0.2428,0.013553,1,persistent
SXTP,2025-02-24,4,19,0.210526,0.211268,1.2441,0.1503,0.003518,3,persistent
SYBX,2023-09-28,2,29,0.068966,0.068182,0.638,0.0945,0.011429,1,persistent
SYN,2022-07-25,1,10,0.1,0.100714,0.0285,0.0169,0.007117,3,persistent
SYNX,2025-04-01,17,8,2.125,2.122642,1.635,1.0,0.00111,14,persistent
SYRS,2022-09-19,1,7,0.142857,0.143181,0.3401,0.0652,0.002264,3,persistent
SYRS,2024-11-13,5,1,5.0,5.033309,102.2608,16.732,0.00664,1,persistent
SYTA,2024-08-02,1,16,0.0625,0.062113,0.1974,0.071,0.006216,1,persistent
SYTA,2024-12-27,1,10,0.1,0.10019,1.787,0.2162,0.001896,1,persistent
TADS,2022-01-03,50,1,50.0,48.970367,8.86,10.0,0.020808,28,persistent
TALKW,2024-12-10,7,5,1.4,1.400147,1.5906,1.1765,0.000105,5,persistent
TANH,2022-11-09,1,20,0.05,0.049528,0.025,0.75,0.009479,1,persistent
TANH,2023-12-18,3,2,1.5,1.509804,0.9217,1.1982,0.006515,18,persistent
TAOP,2025-05-29,1,26,0.038462,0.038775,0.0227,0.0304,0.008123,1,persistent
TAOP,2026-07-28,27,14,1.928571,1.929849,2.1277,1.8936,0.000662,32,persistent
TARK,2022-12-01,1,5,0.2,0.199067,0.1378,0.0544,0.004678,1,persistent
TBCPW,2022-05-13,7,4,1.75,1.749375,1.0,2.52,0.000357,16,persistent
TBH,2026-06-01,3,25,0.12,0.120346,0.1619,0.0075,0.002878,3,persistent
TBIO,2024-05-09,2,31,0.064516,0.065336,0.6931,0.0529,0.012627,1,persistent
TBIO,2024-09-11,40,17,2.352941,2.35625,2.2346,1.7095,0.001405,6,persistent
TBLAW,2024-05-23,19,9,2.111111,2.113742,1.5,1.51,0.001245,86,persistent
TBLT,2024-01-02,1,64,0.015625,0.017343,0.0176,0.0059,0.104301,4,persistent
TBLT,2024-08-05,3,2,1.5,1.491304,0.6952,0.8547,0.005814,5,persistent
TC,2024-07-11,32,23,1.391304,1.394904,1.1,1.0,0.002584,49,persistent
TC,2025-08-29,1,21,0.047619,0.048754,0.18,0.002,0.023552,1,persistent
TC,2026-06-30,50,9,5.555556,5.539267,104.0,550.25,0.002936,53,persistent
TCBP,2022-11-21,1,40,0.025,0.023719,0.6853,0.9267,0.05262,3,persistent
TCBP,2023-12-15,1,18,0.055556,0.055693,0.1081,0.4675,0.002479,1,persistent
TCBP,2024-08-06,2,13,0.153846,0.15443,0.0423,0.1199,0.00379,6,persistent
TCBP,2025-02-05,32,23,1.391304,1.395145,1.2727,1.0291,0.002757,1,persistent
TCBP,2025-02-10,1,20,0.05,0.050787,2.6082,0.2938,0.015614,3,persistent
TCDA,2022-10-24,16,1,16.0,15.781069,33.0912,10.7468,0.013778,3,persistent
TCJH,2024-04-30,29,19,1.526316,1.525794,1.3333,0.9267,0.000342,4,persistent
TCOA WS,2023-07-17,5,8,0.625,0.623512,0.8073,0.4436,0.002384,3,bad-open-print
TCON,2024-04-10,2,35,0.057143,0.056453,0.0404,0.0682,0.012151,1,persistent
TCRT,2024-02-01,3,40,0.075,0.075088,0.0309,0.0477,0.001179,1,persistent
TCRT,2024-07-18,2,13,0.153846,0.154762,1.0073,0.219,0.005935,3,persistent
TCS,2024-09-04,7,100,0.07,0.070463,0.2386,0.0901,0.006589,1,persistent
TCTM,2024-12-26,64,27,2.37037,2.367734,1.6177,1.5498,0.001113,80,persistent
TDIC,2026-06-15,1,28,0.035714,0.035831,0.031,0.0294,0.003256,3,persistent
TDTH,2025-01-31,7,15,0.466667,0.466293,493.766,0.5283,0.000802,1,bad-open-print
TDW WS,2023-02-07,12,25,0.48,0.48,15.0,0.55,0.0,243,persistent
TDW WS,2024-07-09,29,16,1.8125,1.808485,1.0,0.99,0.002218,39,bad-open-print
TDW WSA,2023-04-05,13,19,0.684211,0.685315,0.3319,0.5956,0.001612,1,bad-open-print
TDW WSA,2023-05-04,7,5,1.4,1.400667,1.8721,1.3632,0.000476,1,persistent
TDW WSB,2023-05-23,23,12,1.916667,1.914894,1.7375,2.4324,0.000925,1,persistent
TECS,2024-11-04,1,10,0.1,0.100665,0.1227,0.0312,0.006627,3,persistent
TECS,2026-07-15,1,10,0.1,0.099035,0.0086,0.0101,0.009702,1,persistent
TEKKW,2022-03-23,17,11,1.545455,1.545455,1.6807,1.6807,0.0,15,bad-open-print
TEKKW,2022-04-29,11,7,1.571429,1.574284,1.0,1.0,0.001816,3,persistent
TEMT,2026-03-10,8,25,0.32,0.319664,0.4825,0.4285,0.001051,1,persistent
TENX,2023-01-05,1,20,0.05,0.049469,0.5132,0.281,0.010676,1,persistent
TENX,2024-01-03,1,70,0.014286,0.014438,0.0076,0.0756,0.010592,1,persistent
TENX,2026-08-10,17,3,5.666667,5.658947,22.4834,3.7062,0.001363,3,persistent
TEUP,2026-08-24,2,19,0.105263,0.105453,0.3185,0.216,0.001803,3,persistent
TFFP,2023-12-19,1,20,0.05,0.049155,0.6625,0.2525,0.017042,1,persistent
TGL,2025-12-08,7,16,0.4375,0.438111,4.5768,0.6767,0.001396,3,persistent
THAR,2024-05-28,5,64,0.078125,0.078886,2.83,0.49,0.009698,4,persistent
THCAW,2022-03-24,20,11,1.818182,1.818182,1.7284,1.7284,0.0,20,persistent
THCHW,2023-03-22,24,17,1.411765,1.413043,0.9091,1.0909,0.000905,20,persistent
THRD,2022-12-15,13,3,4.333333,4.312088,16.7229,1.359,0.004915,1,persistent
THWWW,2023-08-21,17,25,0.68,0.68,0.72,0.8,0.0,12,persistent
THWWW,2024-01-18,24,17,1.411765,1.411765,1.3333,0.6667,0.0,6,persistent
TIL,2023-12-08,1,21,0.047619,0.047943,0.4679,0.2339,0.006789,1,persistent
TILL,2023-12-22,29,17,1.705882,1.703971,1.0,1.16,0.001121,150,persistent
TINV WS,2022-04-14,31,21,1.47619,1.476825,1.7045,0.8955,0.00043,2,persistent
TIRX,2022-11-17,3,13,0.230769,0.231186,0.5714,0.2286,0.001803,2,persistent
TIRX,2025-09-08,9,50,0.18,0.180138,7.3469,0.6803,0.000768,4,persistent
TISI,2022-12-22,3,31,0.096774,0.09835,0.1296,0.3579,0.016152,1,persistent
TIVC,2023-08-29,11,25,0.44,0.440909,3.7752,0.038,0.002064,1,persistent
TIVC,2025-03-07,3,50,0.06,0.060071,0.2167,0.1729,0.00119,1,persistent
TKLF,2024-11-18,1,10,0.1,0.100334,1.5922,0.1407,0.003338,4,persistent
TLIS,2023-07-06,2,31,0.064516,0.065432,0.2125,0.0381,0.014098,1,persistent
TLRY,2025-12-02,3,31,0.096774,0.098023,0.2571,0.2131,0.012817,1,persistent
TMAC WS,2022-06-06,3,2,1.5,1.504,0.75,1.0,0.002663,3,persistent
TMF,2023-12-04,1,10,0.1,0.100556,0.3398,0.1732,0.00554,3,persistent
TMV,2023-08-28,65,16,4.0625,4.058427,0.1843,1.7406,0.001003,3,persistent
TNMG,2025-12-23,3,80,0.0375,0.037915,0.7876,0.2755,0.010993,1,persistent
TNON,2026-08-10,1,40,0.025,0.026667,1.4185,0.1718,0.064539,3,persistent
TNXP,2023-05-10,1,6,0.166667,0.167476,0.8051,0.3361,0.004843,1,persistent
TNXP,2025-02-05,1,100,0.01,0.011149,0.0964,0.071,0.108746,1,persistent
TOMZ,2025-06-03,7,10,0.7,0.698798,0.4,0.4,0.001718,75,persistent
TOMZ,2026-07-21,13,32,0.40625,0.40591,0.0029,0.0147,0.000836,4,persistent
TOP,2026-08-03,3,16,0.1875,0.187358,0.3873,0.3823,0.000758,3,persistent
TOPS,2022-09-23,1,26,0.038462,0.039154,6.4807,0.6852,0.017834,1,persistent
TOPW,2026-03-23,7,24,0.291667,0.291744,1.0552,0.1947,0.000267,304,persistent
TOUR,2026-04-22,2,17,0.117647,0.118797,2.5666,0.4561,0.009724,1,persistent
TOVX,2023-12-26,32,23,1.391304,1.395349,1.0989,1.0989,0.002903,6,persistent
TOVX,2024-08-26,1,23,0.043478,0.044335,0.1458,0.7844,0.019523,3,persistent
TPBAW,2022-09-12,9,13,0.692308,0.692841,0.3429,0.3429,0.00077,32,persistent
TPL,2024-03-27,80,27,2.962963,2.972,2.0327,2.5074,0.003045,1,persistent
TPL,2025-12-23,80,27,2.962963,2.973681,1.9884,1.5339,0.003611,1,persistent
TPST,2023-04-12,29,50,0.58,0.579897,0.3448,0.8069,0.000178,9,persistent
TPST,2025-04-09,5,64,0.078125,0.078019,0.1555,0.1938,0.001361,1,persistent
TQQQ,2022-01-13,2,1,2.0,1.980884,2.0855,2.4954,0.009604,1,persistent
TQQQ,2025-11-20,23,12,1.916667,1.919194,0.8926,0.8815,0.001318,1,persistent
TRAW,2024-09-23,1,22,0.045455,0.045101,2.6,0.1125,0.007806,3,persistent
TRIB,2024-02-29,6,29,0.206897,0.206651,0.6667,0.18,0.001186,7,persistent
TRIB,2026-07-28,1,40,0.025,0.025545,0.122,0.0183,0.021571,5,persistent
TRITW,2021-10-25,15,26,0.576923,0.576331,0.3395,0.2865,0.001027,21,persistent
TRITW,2021-12-10,7,4,1.75,1.754098,1.7778,0.8889,0.002339,3,persistent
TRKA,2023-06-01,1,21,0.047619,0.047248,0.3562,0.0696,0.007821,1,persistent
TRKA,2023-12-07,64,13,4.923077,4.948718,99.9172,30.9739,0.005195,1,persistent
TRNR,2024-04-19,7,5,1.4,1.396648,0.6369,1.0637,0.002397,16,persistent
TRNR,2025-06-27,2,21,0.095238,0.094553,0.2253,0.196,0.007219,1,persistent
TRNR,2026-02-24,1,10,0.1,0.099535,2.5625,0.7339,0.004662,1,persistent
TROO,2024-02-01,3,2,1.5,1.508924,2.0,2.24,0.005932,13,persistent
TRTL WS,2023-08-01,16,23,0.695652,0.695691,0.7087,0.4936,5.6e-05,1,persistent
TRUG,2025-06-23,1,50,0.02,0.021462,0.112,0.0609,0.070542,3,persistent
TRVG,2023-11-17,5,23,0.217391,0.216726,0.3186,0.0429,0.003065,1,persistent
TRVN,2022-11-10,1,21,0.047619,0.048261,0.1066,0.1764,0.013388,1,persistent
TSCO,2024-12-20,5,1,5.0,4.99546,5.9684,2.7346,0.000908,1,persistent
TSDD,2025-01-13,1,21,0.047619,0.047592,0.0403,0.0414,0.00056,3,persistent
TSIBW,2022-05-20,31,16,1.9375,1.957435,1.0,3.0,0.010236,14,persistent
TSIBW,2022-07-14,40,27,1.481481,1.487603,1.0,1.2,0.004124,21,persistent
TSLA,2022-08-25,50,17,2.941176,2.942782,3.4999,2.5996,0.000546,1,persistent
TSLQ,2024-11-27,1,6,0.166667,0.167595,0.0397,0.0524,0.005552,1,persistent
TSLQ,2025-10-21,1,3,0.333333,0.331013,1.1796,0.9908,0.006984,1,persistent
TSLS,2026-03-10,1,10,0.1,0.101374,0.0022,0.0062,0.013649,1,persistent
TSLY,2024-02-26,1,2,0.5,0.499171,0.2902,0.4489,0.00166,3,persistent
TSLY,2025-12-01,13,64,0.203125,0.201803,0.0623,0.051,0.006532,3,persistent
TSLZ,2025-10-29,1,20,0.05,0.050635,0.2453,0.4511,0.012616,1,persistent
TSP,2024-01-17,31,16,1.9375,1.956026,2.03,1.7527,0.009516,1,persistent
TSYY,2026-06-02,1,7,0.142857,0.141905,0.0283,0.0163,0.006689,1,persistent
TTDU,2026-08-07,31,14,2.214286,2.211712,2.1256,2.4428,0.001163,1,persistent
TTDU,2026-08-24,3,31,0.096774,0.09832,0.0676,0.0084,0.015847,3,persistent
TTEK,2024-09-09,5,1,5.0,4.97213,5.4349,6.6042,0.00559,3,persistent
TTMX,2026-07-30,23,13,1.769231,1.76873,1.985,1.515,0.000283,8,persistent
TTNP,2024-01-09,1,23,0.043478,0.044383,1.2045,0.0568,0.020591,12,persistent
TTOO,2023-10-13,1,64,0.015625,0.015843,0.032,0.0113,0.013876,1,persistent
TUEM,2022-12-05,2,65,0.030769,0.030822,0.6448,0.1203,0.001723,5,persistent
TUGCW,2022-03-24,29,16,1.8125,1.809588,1.385,1.525,0.001608,113,persistent
TVGN,2026-03-06,1,50,0.02,0.018794,1.1787,0.2032,0.062198,1,persistent
TVRD,2025-10-13,26,3,8.666667,8.654886,39.2741,9.1238,0.00136,3,persistent
TWG,2025-07-21,1,65,0.015385,0.015021,3.0594,0.1422,0.023916,3,persistent
TWM,2024-11-07,1,5,0.2,0.199165,0.0152,0.0244,0.004182,1,persistent
TWO,2022-11-02,9,35,0.257143,0.25448,0.453,0.2772,0.010408,1,persistent
TWOU,2024-06-14,1,30,0.033333,0.03381,0.1844,0.0349,0.014185,1,persistent
TXBC,2026-02-25,32,23,1.391304,1.391245,1.0,1.0,4.2e-05,35,persistent
TXMD,2022-05-09,1,40,0.025,0.023311,0.5781,0.7246,0.069967,3,persistent
TXXH,2026-08-20,21,31,0.677419,0.676914,0.625,0.5,0.000746,2,persistent
TXXS,2026-07-13,3,28,0.107143,0.106571,0.1538,0.3077,0.00535,11,persistent
TYGOW,2023-07-13,7,10,0.7,0.714286,0.607,0.7587,0.020203,3,persistent
TZA,2026-07-15,1,10,0.1,0.100573,0.0048,0.008,0.005716,1,persistent
TZPSW,2022-05-09,19,13,1.461538,1.463415,1.0,1.0,0.001283,7,persistent
UBX,2022-10-20,4,35,0.114286,0.11388,0.3992,0.3082,0.00356,1,persistent
UBXG,2024-05-28,15,23,0.652174,0.652389,0.5,1.01,0.000329,7,persistent
UBXG,2024-08-23,32,5,6.4,6.444444,69.2762,18.3291,0.00692,1,persistent
UBXG,2026-05-22,1,24,0.041667,0.041905,0.0217,0.0231,0.005698,1,persistent
UCAR,2025-01-24,19,13,1.461538,1.463636,1.9417,2.2087,0.001434,1,persistent
UCO,2022-05-26,31,8,3.875,3.880123,2.6816,2.2437,0.001321,2,persistent
UGRO,2026-02-09,1,26,0.038462,0.03864,19.2034,0.499,0.004624,3,persistent
UHAL,2022-11-10,29,3,9.666667,9.628539,18.6388,19.055,0.003952,1,persistent
UHGWW,2023-04-21,16,25,0.64,0.63825,0.3,0.5,0.002738,1,persistent
UHGWW,2023-06-26,17,27,0.62963,0.62965,0.3448,0.3448,3.3e-05,13,persistent
UK,2022-04-28,2,31,0.064516,0.063881,0.1783,0.1667,0.009893,7,persistent
ULTY,2025-12-01,3,29,0.103448,0.103378,0.0191,0.0095,0.000683,3,persistent
UNCY,2023-08-08,24,17,1.411765,1.413594,1.5873,1.5873,0.001295,6,persistent
UNCY,2025-06-20,7,65,0.107692,0.10778,0.4374,0.2092,0.00081,2,persistent
UNG,2024-01-24,17,70,0.242857,0.243714,0.9787,0.1894,0.003521,1,persistent
UNX,2026-03-10,7,65,0.107692,0.107858,0.0413,0.0138,0.001534,1,persistent
UONE,2026-01-23,7,80,0.0875,0.088036,0.0686,0.9804,0.006107,1,persistent
UONEK,2026-01-27,1,11,0.090909,0.091272,0.2139,0.0321,0.003985,7,persistent
UP,2023-06-08,3,29,0.103448,0.101835,0.196,0.2019,0.015722,1,persistent
UP,2026-04-27,1,19,0.052632,0.052078,0.2165,0.1618,0.010581,3,persistent
UP WS,2022-08-10,6,13,0.461538,0.461715,0.4589,0.5244,0.000383,7,bad-open-print
UPC,2024-11-18,2,31,0.064516,0.065421,0.0337,0.0033,0.013921,3,persistent
UPH,2022-12-09,1,10,0.1,0.101631,6.9481,0.8467,0.016177,1,persistent
UPLD,2026-06-17,1,10,0.1,0.098442,0.3084,0.0742,0.015707,1,persistent
UPRO,2022-01-13,2,1,2.0,1.985701,1.2407,1.1589,0.007175,1,persistent
UPSX,2025-11-05,40,27,1.481481,1.487952,2.0074,1.0772,0.004358,1,persistent
UPSX,2025-12-02,1,5,0.2,0.1986,0.0508,0.0699,0.007023,1,persistent
UPW,2025-12-18,65,16,4.0625,4.075984,1.0,2.0,0.003314,135,persistent
URNM,2022-12-21,31,16,1.9375,1.963375,1.0999,1.4052,0.013266,1,persistent
USCTW,2022-05-10,32,21,1.52381,1.514234,2.0,1.3333,0.006304,4,persistent
USD,2024-11-07,2,1,2.0,1.975076,1.0603,1.297,0.01254,1,persistent
USGO,2023-11-02,7,5,1.4,1.403571,1.102,1.0204,0.002548,27,persistent
USGOW,2024-02-29,27,19,1.421053,1.42446,1.0,2.0,0.002395,20,persistent
USGOW,2025-10-14,29,65,0.446154,0.44554,0.0018,0.0907,0.001377,55,persistent
USGOW,2026-01-26,9,13,0.692308,0.692506,0.33,1.05,0.000287,3,persistent
USGOW,2026-03-12,28,17,1.647059,1.648352,1.2232,1.5291,0.000785,10,persistent
USGOW,2026-03-25,13,9,1.444444,1.444444,0.9926,1.4888,0.0,13,persistent
USLM,2024-07-15,29,6,4.833333,4.869344,58.9535,10.1395,0.007423,3,persistent
USOI,2022-09-27,1,20,0.05,0.049356,0.0567,0.0494,0.012954,1,persistent
USX,2026-06-18,1,4,0.25,0.252883,0.0018,0.0001,0.011466,1084,persistent
UTAAW,2022-06-22,28,17,1.647059,1.65,1.8692,0.7477,0.001784,14,persistent
UTAAW,2022-10-13,7,10,0.7,0.70577,0.3871,0.3871,0.008209,2,persistent
UTRS,2022-05-12,11,7,1.571429,1.567568,1.4493,0.7246,0.00246,7,bad-open-print
UTRS,2023-10-02,1,20,0.05,0.050774,1.3043,0.0217,0.015361,4,persistent
UTSI,2022-07-15,7,29,0.241379,0.241692,1.29,0.1991,0.001294,36,persistent
UVIX,2023-01-25,5,26,0.192308,0.19206,0.1703,0.0866,0.001291,1,persistent
UVIX,2023-10-11,1,10,0.1,0.101007,0.1383,0.0317,0.010019,1,persistent
UVIX,2025-01-15,3,29,0.103448,0.102802,0.0705,0.0362,0.006263,1,persistent
UVIX,2026-07-01,1,20,0.05,0.050227,0.0183,0.0216,0.004534,1,persistent
UVXY,2023-06-23,3,31,0.096774,0.097981,0.2343,0.2233,0.012396,1,persistent
UVXY,2024-04-11,5,26,0.192308,0.19159,0.1027,0.1769,0.003739,1,persistent
UVXY,2025-11-20,17,80,0.2125,0.21204,0.6756,0.1132,0.002167,1,persistent
UXIN,2022-10-28,1,8,0.125,0.124365,0.1933,0.3306,0.005092,1,persistent
UXIN,2024-01-16,9,80,0.1125,0.112676,0.1608,0.08,0.001564,4,persistent
UXRP,2026-05-29,1,5,0.2,0.199427,0.0007,0.1893,0.00287,2,persistent
VAPO,2023-08-18,3,20,0.15,0.151852,0.3915,0.4007,0.01227,1,persistent
VATE,2024-08-09,2,17,0.117647,0.116711,0.6548,0.3157,0.007987,1,persistent
VBIV,2023-04-12,1,26,0.038462,0.038048,0.0747,0.0313,0.010805,1,persistent
VBIX,2025-08-22,32,23,1.391304,1.392617,0.75,0.8839,0.000943,14,persistent
VBLT,2022-07-20,100,21,4.761905,4.761905,122.5385,94.9103,0.0,2,persistent
VCICW,2025-09-08,23,100,0.23,0.23,2.8531,0.1427,0.0,168,persistent
VCIG,2025-04-03,1,20,0.05,0.051282,0.0406,0.0604,0.025318,1,persistent
VCIG,2025-09-16,1,29,0.034483,0.03461,0.0332,0.3172,0.003679,1,persistent
VCIG,2026-02-27,1,50,0.02,0.018559,0.0336,0.34,0.074788,1,persistent
VCIG,2026-08-24,2,31,0.064516,0.064194,0.5027,0.2731,0.005013,3,persistent
VCNX,2024-02-20,6,65,0.092308,0.092915,0.2494,0.0648,0.00656,4,persistent
VCSA,2023-10-03,1,19,0.052632,0.054047,0.6288,0.0064,0.026544,1,persistent
VCXAW,2021-11-01,12,25,0.48,0.47929,0.5333,0.8333,0.00148,13,persistent
VCXAW,2021-11-18,11,27,0.407407,0.407725,1.1957,0.1141,0.00078,17,persistent
