symbol,ex_date,ratio_new,ratio_old,factor,price_ratio,vol_gate_day,vol_gate_persist,price_dev,gap_days,persistence
DATSW,2022-03-08,40,27,1.481481,1.482833,0.9744,1.8974,0.000912,35,bad-open-print
DATSW,2025-03-25,1,2,0.5,0.502128,0.4885,0.7634,0.004246,6,bad-open-print
DAVE,2023-01-06,1,31,0.032258,0.032646,0.1485,0.1292,0.011956,1,persistent
DAVEW,2022-06-24,7,3,2.333333,2.337383,1.7391,1.7391,0.001734,21,persistent
DAVEW,2025-05-08,2,5,0.4,0.397389,22.4686,0.6286,0.00655,112,persistent
DAVEW,2025-06-30,17,27,0.62963,0.627451,0.7475,0.4025,0.003466,4,persistent
DAVEW,2026-05-11,29,18,1.611111,1.611389,1.3072,1.3072,0.000173,6,persistent
DBD,2023-08-14,1,100,0.01,0.010417,0.2282,0.0894,0.040822,80,persistent
DBGI,2023-08-22,1,18,0.055556,0.054891,0.0251,0.2199,0.012027,1,persistent
DBGI,2025-08-20,5,22,0.227273,0.226559,0.0843,0.0983,0.003146,246,persistent
DBGIW,2022-02-15,40,27,1.481481,1.487663,2.2831,1.8265,0.004164,26,bad-open-print
DBGIW,2023-08-25,17,50,0.34,0.341335,0.5773,0.6064,0.00392,21,persistent
DBGIW,2024-04-22,11,5,2.2,2.198276,0.9901,0.9901,0.000784,45,persistent
DBGIW,2024-09-05,7,10,0.7,0.713424,1.0,1.0,0.018995,73,persistent
DBRG,2022-08-23,6,25,0.24,0.23907,0.8415,0.616,0.003884,1,persistent
DC WS,2025-02-07,13,19,0.684211,0.684348,0.5,1.0,0.000201,192,persistent
DCFCW,2023-01-17,3,5,0.6,0.6,0.5092,0.5092,0.0,11,persistent
DCOY,2026-03-10,2,29,0.068966,0.069077,2.2427,0.4369,0.001622,4,persistent
DCRDW,2022-07-01,10,7,1.428571,1.428571,1.0,2.15,0.0,10,persistent
DCX,2026-01-22,1,13,0.076923,0.076769,0.3482,0.142,0.002004,1,persistent
DD,2026-06-24,10,31,0.322581,0.322418,0.4862,0.4269,0.000504,1,persistent
DDC,2025-04-22,1,19,0.052632,0.053289,0.0321,0.0623,0.012423,18,persistent
DEA,2025-04-28,12,31,0.387097,0.386578,0.4165,0.381,0.00134,3,persistent
DECK,2024-09-17,6,1,6.0,5.998081,4.844,6.7916,0.00032,1,persistent
DEVS,2025-08-08,3,29,0.103448,0.103664,0.1451,0.2922,0.002084,1,persistent
DFDV,2025-05-21,64,11,5.818182,5.813253,5.3077,7.0303,0.000847,1,persistent
DFDVW,2026-02-12,17,8,2.125,2.128623,1.227,1.227,0.001704,17,persistent
DFFN,2022-04-19,1,50,0.02,0.02166,0.9563,0.2649,0.079752,1,persistent
DFLI,2025-12-18,3,29,0.103448,0.103437,0.2904,0.5283,0.000111,1,persistent
DFLIW,2023-06-06,32,19,1.684211,1.684211,0.8,0.8,0.0,50,persistent
DFNSW,2026-08-03,25,16,1.5625,1.565041,0.7364,0.9091,0.001625,4,persistent
DGLY,2023-02-08,1,18,0.055556,0.054511,0.2333,0.3556,0.018976,1,persistent
DGNX,2025-09-09,17,2,8.5,8.556,21.5926,37.5926,0.006567,1,persistent
DGNX,2026-04-28,1,10,0.1,0.100638,1.1143,0.6653,0.006358,1,persistent
DGZ,2025-04-21,17,12,1.416667,1.415954,1.0,1.2,0.000503,392,persistent
DHAI,2025-10-21,3,80,0.0375,0.037554,0.0012,0.0309,0.001426,4,persistent
DHCAW,2022-06-14,27,17,1.588235,1.588022,1.0,1.0,0.000134,8,persistent
DHHCW,2022-06-07,7,4,1.75,1.750875,1.0,1.2,0.0005,11,persistent
DHHCW,2022-07-08,20,11,1.818182,1.817273,1.0,1.2,0.0005,31,persistent
DILAW,2022-03-24,11,16,0.6875,0.686572,0.4878,0.4878,0.001351,6,persistent
DILAW,2022-06-30,5,3,1.666667,1.6675,1.0,2.0,0.0005,27,persistent
DIME,2026-02-24,40,27,1.481481,1.478915,1.5,1.0,0.001734,32,persistent
DIPS,2025-12-10,3,29,0.103448,0.102441,0.0017,0.0057,0.009786,9,persistent
DJTU,2026-07-13,3,29,0.103448,0.103791,0.0516,0.0504,0.003304,3,persistent
DKI,2026-05-11,7,100,0.07,0.069667,0.0299,0.0262,0.004763,3,persistent
DLLL,2026-06-26,17,2,8.5,8.536643,2.2783,14.5079,0.004302,1,persistent
DLPN,2024-10-16,7,13,0.538462,0.537879,0.3288,0.3425,0.001083,1,persistent
DM,2024-06-11,3,32,0.09375,0.093581,0.2949,0.4083,0.001805,1,persistent
DMAQR,2023-06-13,16,23,0.695652,0.697674,0.8535,0.9531,0.002903,50,persistent
DMYS WS,2022-10-19,32,23,1.391304,1.391141,0.9289,0.7076,0.000117,1,persistent
DMYY WS,2023-04-14,50,27,1.851852,1.85,2.0408,2.8061,0.001001,1,persistent
DMYY WS,2025-02-26,1,6,0.166667,0.164684,6.8393,0.0084,0.01197,12,persistent
DNA,2024-08-20,1,40,0.025,0.025107,0.1038,0.1336,0.004283,1,persistent
DNMR,2024-11-13,1,28,0.035714,0.035729,0.4902,0.3355,0.0004,1,persistent
DOMA,2023-06-30,1,25,0.04,0.040816,0.1644,0.068,0.020203,1,persistent
DOYU,2024-03-28,3,29,0.103448,0.102956,1.4889,0.1944,0.004771,1,persistent
DPCSW,2022-10-03,17,12,1.416667,1.416667,1.875,1.25,0.0,53,persistent
DPRO,2024-09-05,1,25,0.04,0.040392,0.1669,0.0581,0.009756,1,persistent
DPST,2021-10-25,64,13,4.923077,4.935203,8.7589,7.8298,0.00246,3,persistent
DPST,2023-06-05,1,10,0.1,0.100781,0.0515,0.07,0.00778,3,persistent
DRAY,2025-07-22,1,5,0.2,0.199063,0.8633,0.0233,0.004695,935,persistent
DRCT,2026-04-28,1,5,0.2,0.19759,32.1698,0.4734,0.012125,4,persistent
DRIO,2025-08-28,1,19,0.052632,0.052055,1.1171,0.4878,0.011014,1,persistent
DRIP,2022-03-28,2,21,0.095238,0.094918,0.1801,0.4034,0.003366,3,persistent
DRIP,2026-07-15,1,10,0.1,0.100458,0.0046,0.0048,0.004571,1,persistent
DRMA,2024-05-16,2,31,0.064516,0.064272,1.3937,0.2091,0.003788,13,persistent
DRMA,2025-08-04,3,28,0.107143,0.107357,1.0,0.26,0.002,12,persistent
DRV,2021-10-25,3,31,0.096774,0.09815,0.5,0.5,0.014116,3,persistent
DSACW,2022-02-02,29,20,1.45,1.449184,1.0,2.0,0.000563,5,persistent
DSGR,2023-09-01,2,1,2.0,1.983257,1.7029,1.92,0.008407,1,persistent
DSS,2024-01-05,1,18,0.055556,0.055198,0.0574,0.0225,0.006452,1,persistent
DSY,2026-03-04,1,20,0.05,0.050816,0.3367,0.3433,0.016195,13,persistent
DTIL,2024-02-14,1,31,0.032258,0.032113,0.1678,0.0221,0.004506,1,persistent
DTOCW,2022-04-26,30,19,1.578947,1.5805,2.0,1.0,0.000983,6,persistent
DTOCW,2022-06-07,28,15,1.866667,1.866071,1.0,1.9,0.000319,7,persistent
DTOCW,2022-06-24,32,19,1.684211,1.676964,1.0,2.0,0.004312,14,persistent
DTRTW,2022-05-13,20,13,1.538462,1.538462,2.0,1.2,0.0,45,persistent
DTSS,2024-01-02,31,20,1.55,1.552106,1.6667,1.3333,0.001358,4,persistent
DTSTW,2025-10-14,23,16,1.4375,1.44,1.0,2.0,0.001738,33,persistent
DUG,2022-01-14,13,64,0.203125,0.201885,0.0059,0.4441,0.006125,2,persistent
DULL,2026-02-25,1,50,0.02,0.019756,0.1475,0.2951,0.012294,2,persistent
DUO,2022-06-07,1,14,0.071429,0.071741,0.1189,0.2042,0.004361,1,persistent
DUO,2023-08-04,3,40,0.075,0.075259,0.3328,0.1446,0.003451,1,persistent
DUO,2025-06-09,1,16,0.0625,0.06283,0.3275,0.3403,0.005269,3,persistent
DUOG,2026-05-05,1,9,0.111111,0.111064,0.1438,0.1581,0.000423,1,persistent
DUOT,2022-05-02,17,11,1.545455,1.545455,1.4286,1.4286,0.0,55,persistent
DUOT,2022-12-30,10,7,1.428571,1.426471,1.0,1.0,0.001472,29,persistent
DUOT,2023-01-18,27,40,0.675,0.671053,1.0,1.0,0.005865,19,persistent
DUOT,2023-04-06,16,23,0.695652,0.6975,0.7968,0.7968,0.002653,6,persistent
DUST,2024-11-04,1,10,0.1,0.101636,0.0133,0.016,0.016226,3,persistent
DUST,2026-03-05,2,21,0.095238,0.095397,0.0152,0.0075,0.001667,1,persistent
DWACW,2023-07-21,13,29,0.448276,0.447436,15.5725,0.3717,0.001876,7,persistent
DWIN WS,2022-08-08,5,3,1.666667,1.666667,0.9657,1.4286,0.0,4,bad-open-print
DXCM,2022-06-13,29,7,4.142857,4.140062,4.5115,4.7033,0.000675,3,persistent
DXD,2022-01-13,13,64,0.203125,0.201842,0.7821,0.1345,0.006338,1,persistent
DXF,2025-01-28,31,65,0.476923,0.476825,7.5894,0.1916,0.000205,1,persistent
DXJS,2023-09-05,9,5,1.8,1.802546,1.0,1.0,0.001413,53,persistent
DXST,2026-03-16,1,29,0.034483,0.034035,0.0896,0.0019,0.013075,3,persistent
DYNXW,2025-07-21,6,35,0.171429,0.171429,8.099,0.2474,0.0,38,persistent
EACPW,2022-05-03,2,3,0.666667,0.667111,0.6667,0.3333,0.000666,6,persistent
EAF,2025-08-29,3,29,0.103448,0.102642,0.0883,0.2598,0.007822,1,persistent
EAR,2023-01-18,1,21,0.047619,0.047919,0.0773,0.2841,0.006271,1,persistent
EAST,2023-08-15,19,13,1.461538,1.459716,0.7978,1.108,0.001248,6,persistent
EBON,2022-11-22,1,25,0.04,0.040109,0.3253,0.0325,0.002719,1,persistent
ECDA,2025-12-26,3,20,0.15,0.151298,739.2376,0.4397,0.008617,2,persistent
ECOR,2023-02-22,2,25,0.08,0.081382,0.6667,0.4667,0.017129,8,persistent
EDBL,2024-04-05,1,19,0.052632,0.051515,5.921,0.9544,0.02144,1,persistent
EDBL,2025-03-03,1,23,0.043478,0.043543,0.1146,0.0596,0.001485,3,persistent
EDBL,2026-02-03,9,100,0.09,0.09004,5.9658,0.6924,0.000443,1,persistent
EDHL,2026-02-09,1,15,0.066667,0.066692,0.6635,0.2378,0.000385,3,persistent
EDRY,2024-12-17,29,16,1.8125,1.807675,1.6267,2.6933,0.002665,118,persistent
EDSA,2024-10-31,19,13,1.461538,1.460177,1.5294,0.8235,0.000932,29,persistent
EDU,2022-04-08,2,19,0.105263,0.104386,0.4302,0.2611,0.008368,1,persistent
EDZ,2025-09-29,3,29,0.103448,0.102526,0.1012,0.0223,0.008955,4,persistent
EEMX,2023-01-13,50,27,1.851852,1.854313,1.0,1.0,0.001328,17,persistent
EFOI,2023-06-20,1,6,0.166667,0.165408,2.38,0.476,0.00758,4,persistent
EFSH,2023-03-27,22,13,1.692308,1.693878,2.0,2.0,0.000927,34,persistent
EFSH,2024-01-08,7,30,0.233333,0.23278,0.597,0.4164,0.002374,3,persistent
EFSH,2024-07-08,3,32,0.09375,0.093617,0.1632,0.16,0.001419,6,persistent
EFSH,2024-11-04,23,15,1.533333,1.533344,1.2693,0.8369,7e-06,3,persistent
EFTR,2022-05-10,40,27,1.481481,1.479167,2.0305,1.0152,0.001564,18,persistent
EFTR,2024-01-12,1,25,0.04,0.040499,0.0846,0.053,0.012409,1,persistent
EFTR,2024-04-04,25,6,4.166667,4.158031,26.004,2.3884,0.002075,1,persistent
EGIO,2024-03-01,1,35,0.028571,0.028896,0.342,0.0881,0.011297,1,persistent
EHGO,2026-04-20,2,31,0.064516,0.065236,0.0039,0.0431,0.011094,3,persistent
EIGR,2024-01-08,3,100,0.03,0.030123,0.0533,0.0385,0.004101,3,persistent
EJH,2022-10-04,1,19,0.052632,0.052356,0.1078,0.0546,0.005249,1,persistent
EJH,2024-02-14,5,24,0.208333,0.208102,0.7104,0.2328,0.001112,1,persistent
EJH,2026-03-30,1,24,0.041667,0.041841,0.6011,0.0383,0.004175,3,persistent
EKSO,2025-06-02,2,31,0.064516,0.064591,0.0402,0.0445,0.001158,3,persistent
ELAB,2025-03-10,1,8,0.125,0.126079,1.1313,0.1661,0.008599,3,persistent
ELAB,2025-09-02,7,22,0.318182,0.317025,0.5007,0.5232,0.003641,4,persistent
ELAB,2026-03-10,1,8,0.125,0.125949,1.1002,0.1669,0.007563,1,persistent
ELAB,2026-08-21,9,100,0.09,0.089816,0.6509,0.9612,0.002045,1,persistent
ELBM,2025-01-02,3,10,0.3,0.30197,0.1567,0.1017,0.006544,3,persistent
ELME,2026-01-08,32,5,6.4,6.418519,28.8488,2.7675,0.002889,1,persistent
ELMSW,2022-03-14,15,8,1.875,1.872687,1.7391,1.7391,0.001234,14,persistent
ELPW,2025-12-29,1,15,0.066667,0.066407,0.3802,0.4297,0.003908,5,persistent
ELPW,2026-08-10,1,50,0.02,0.021546,0.1618,0.0197,0.074476,3,persistent
ELWS,2024-05-23,9,32,0.28125,0.282383,0.1429,0.4286,0.004021,8,persistent
ELWS,2025-10-17,7,5,1.4,1.401114,1.1658,1.7452,0.000796,1,persistent
EMBK,2022-08-17,1,17,0.058824,0.058319,0.3081,0.1303,0.00861,1,persistent
EMKR,2024-04-02,1,10,0.1,0.101479,0.4062,0.2692,0.014685,1,persistent
EMLDW,2022-06-07,32,23,1.391304,1.395631,2.0,2.0,0.003105,13,persistent
ENDP,2022-05-06,10,7,1.428571,1.426573,1.8903,1.2449,0.0014,1,persistent
ENG,2023-12-06,9,65,0.138462,0.138737,0.01,0.1,0.00199,21,persistent
ENLV,2026-07-09,1,15,0.066667,0.066008,0.1148,0.1861,0.009926,1,persistent
ENSC,2022-10-28,4,65,0.061538,0.061588,0.5873,0.2015,0.000808,1,persistent
ENSC,2023-03-31,1,10,0.1,0.1,0.1015,0.8028,0.0,1,persistent
ENSC,2024-12-06,1,16,0.0625,0.062513,0.0322,0.0688,0.000208,1,persistent
ENTFW,2022-08-19,10,7,1.428571,1.429693,1.2,2.0,0.000785,39,persistent
ENTO,2025-08-18,11,31,0.354839,0.354651,2.0871,0.2294,0.000529,3,persistent
ENVB,2022-07-15,1,50,0.02,0.02212,0.0187,0.0177,0.100733,1,persistent
ENVB,2025-10-28,2,23,0.086957,0.086341,0.2791,0.9203,0.0071,1,persistent
EOSEW,2022-07-29,27,40,0.675,0.67377,0.6557,0.9836,0.001823,7,persistent
EOSEW,2023-03-02,9,14,0.642857,0.642857,0.3333,0.7867,0.0,73,persistent
EOSEW,2023-03-31,11,28,0.392857,0.394366,11.3333,0.6667,0.003834,29,persistent
EOSEW,2023-06-27,1,2,0.5,0.496528,0.3333,0.6667,0.006969,88,persistent
EOSEW,2023-07-25,29,18,1.611111,1.608833,0.7463,0.7836,0.001415,14,persistent
EOSEW,2025-02-20,40,17,2.352941,2.344828,1.8868,1.2358,0.003454,16,persistent
EOSEW,2025-10-01,11,16,0.6875,0.6875,0.6737,0.5775,0.0,6,persistent
EOSU,2026-04-15,1,27,0.037037,0.037067,0.0851,0.0181,0.000805,1,persistent
EPIX,2025-08-25,65,16,4.0625,4.080338,8.6443,1.9844,0.004381,3,persistent
EPSM,2025-09-10,23,14,1.642857,1.642,1.3121,1.8969,0.000522,1,persistent
EPV,2024-11-07,6,29,0.206897,0.20617,0.0532,0.4919,0.003518,1,persistent
EPWR WS,2022-03-21,13,20,0.65,0.649129,0.3846,0.4769,0.00134,4,persistent
EQC,2024-12-09,29,2,14.5,14.460993,4.1195,2.3526,0.002694,3,persistent
EQHA WS,2022-05-26,17,25,0.68,0.680272,0.5714,0.5621,0.0004,1,bad-open-print
EQHA WS,2022-06-03,7,10,0.7,0.701424,0.6787,0.6755,0.002032,1,bad-open-print
EQRXW,2022-05-27,9,13,0.692308,0.69355,0.9524,0.9524,0.001793,4,persistent
EQV WS,2025-01-16,2,3,0.666667,0.670732,0.5349,0.8488,0.006079,1,bad-open-print
EQV WS,2025-02-10,16,23,0.695652,0.697674,0.4172,0.6898,0.002903,4,persistent
ERNA,2024-12-04,28,65,0.430769,0.431603,83.5445,0.8453,0.001933,1,bad-open-print
ERY,2022-05-31,3,29,0.103448,0.104184,0.674,0.0782,0.007089,4,persistent
ERYP,2022-12-19,19,13,1.461538,1.463755,0.6667,0.6667,0.001515,33,persistent
ESGC,2022-02-08,2,35,0.057143,0.056921,0.1461,0.0988,0.003892,1,persistent
ESGL,2024-04-23,2,3,0.666667,0.665079,0.3333,0.3333,0.002384,29,persistent
ESGL,2024-05-20,17,28,0.607143,0.605014,0.7042,0.7042,0.003512,21,persistent
ESHAR,2023-09-20,1,5,0.2,0.198413,0.0282,0.1468,0.007968,42,persistent
ESSC,2025-10-09,19,65,0.292308,0.292644,0.0906,0.3453,0.00115,1063,persistent
ETAO,2023-12-19,17,12,1.416667,1.415039,1.57,1.475,0.00115,6,bad-open-print
ETAO,2024-01-24,31,16,1.9375,1.94911,1.2343,2.5105,0.005975,22,persistent
ETAO,2024-03-26,1,18,0.055556,0.054701,1.4535,0.5814,0.015504,1,persistent
ETH,2024-11-20,1,10,0.1,0.098646,0.0761,0.0716,0.013629,1,persistent
ETHD,2025-11-20,3,29,0.103448,0.101758,0.0409,0.0251,0.016471,1,persistent
ETHI,2025-11-07,27,19,1.421053,1.422833,1.06,2.0,0.001252,9,persistent
ETHT,2025-06-12,5,23,0.217391,0.216528,0.029,0.0779,0.00398,1,persistent
ETHU,2024-08-05,21,11,1.909091,1.911638,2.2306,1.8741,0.001333,3,persistent
ETHU,2025-04-09,1,20,0.05,0.049148,0.1522,0.0371,0.017185,1,persistent
ETHZ,2025-10-20,2,21,0.095238,0.094549,0.0161,0.1083,0.007257,3,persistent
ETNG,2026-08-03,7,10,0.7,0.71351,0.9789,0.5621,0.019116,5,persistent
ETQ,2025-10-29,1,21,0.047619,0.047443,0.0479,0.0391,0.003702,1,persistent
ETR,2024-12-13,2,1,2.0,2.005275,1.732,2.7142,0.002634,1,persistent
EUDA,2023-07-05,31,22,1.409091,1.407307,1.4388,0.9592,0.001267,8,persistent
EUDA,2023-11-01,31,22,1.409091,1.408867,0.639,1.6933,0.000159,14,persistent
EUDA,2024-06-28,15,22,0.681818,0.681818,1.0,0.3333,0.0,7,persistent
EUDAW,2024-08-27,11,20,0.55,0.55,0.7273,0.5936,0.0,7,bad-open-print
EVAV,2023-06-15,1,13,0.076923,0.076192,0.0083,0.0283,0.009549,13,persistent
EVAV,2023-07-05,13,19,0.684211,0.683755,0.6656,0.3328,0.000666,12,persistent
EVAV,2025-01-03,7,10,0.7,0.710229,0.6645,0.6645,0.014507,4,persistent
EVFM,2022-05-06,2,25,0.08,0.079211,1.0552,0.3725,0.009906,1,persistent
EVK,2022-06-14,27,19,1.421053,1.424603,1.6529,1.6529,0.002495,83,persistent
EVLO,2023-06-30,3,80,0.0375,0.037365,0.0289,0.0064,0.003606,1,persistent
EVLVW,2022-04-20,2,3,0.666667,0.66763,1.0,1.0,0.001444,1,bad-open-print
EVLVW,2022-11-17,9,13,0.692308,0.69366,0.8889,0.8889,0.001952,23,persistent
EVLVW,2023-10-12,27,19,1.421053,1.421053,1.8727,1.6142,0.0,3,persistent
EVOK,2022-05-23,3,25,0.12,0.121374,0.5471,0.0312,0.011388,3,persistent
EVOK,2023-01-31,10,7,1.428571,1.428571,1.0,1.0,0.0,1,persistent
EVOK,2023-02-10,27,19,1.421053,1.419142,1.0,1.0,0.001345,3,persistent
EVOK,2023-04-18,31,21,1.47619,1.47644,1.0,1.0,0.000169,26,persistent
EVTL,2024-09-23,1,10,0.1,0.101538,0.2981,0.1439,0.015267,3,persistent
EVTV,2025-08-08,9,100,0.09,0.089545,0.447,0.0006,0.005063,1,persistent
EVX,2025-02-18,19,4,4.75,4.737148,0.0426,4.5106,0.002709,49,persistent
EWV,2024-11-12,6,25,0.24,0.239534,0.2422,0.0183,0.001944,6,persistent
EXFY,2023-11-08,17,11,1.545455,1.545455,2.027,1.1328,0.0,1,persistent
EXLS,2023-08-02,5,1,5.0,5.073048,4.7729,5.298,0.014504,1,persistent
EXPR,2023-08-31,1,18,0.055556,0.055556,0.2831,0.2602,0.0,1,persistent
EYEG,2024-01-03,1,18,0.055556,0.054342,0.0905,0.0905,0.022091,789,persistent
EYES,2022-08-19,5,14,0.357143,0.356863,2.9344,0.9557,0.000785,1,persistent
EZGO,2025-08-04,31,22,1.409091,1.408657,1.1105,1.3711,0.000308,3,persistent
EZRA,2026-05-18,1,40,0.025,0.025609,0.1603,0.122,0.024078,3,persistent
FAMI,2025-03-17,3,31,0.096774,0.096471,0.5972,0.0786,0.003142,3,persistent
FAST,2025-05-22,2,1,2.0,2.002705,1.5813,1.7236,0.001351,1,persistent
FAT,2025-01-30,40,23,1.73913,1.736232,1.32,2.0,0.001668,1,persistent
FATH,2023-09-29,1,19,0.052632,0.051546,0.3856,0.2111,0.020834,1,persistent
FAX,2024-09-09,1,6,0.166667,0.165375,0.1454,0.0896,0.007777,3,persistent
FAZ,2025-09-29,1,10,0.1,0.100874,0.0094,0.0099,0.008701,3,persistent
FBDC,2025-12-11,17,80,0.2125,0.212469,0.5,0.315,0.000147,133,persistent
FBIO,2023-10-10,7,100,0.07,0.069988,1.25,0.34,0.000172,1,persistent
FBIOP,2023-11-07,2,3,0.666667,0.667544,1.0,1.0,0.001315,12,persistent
FBL,2024-03-13,31,6,5.166667,5.149522,4.5636,4.7788,0.003324,1,persistent
FBLG,2025-12-15,10,7,1.428571,1.425488,1.5368,1.0074,0.00216,3,persistent
FBLG,2026-03-30,1,20,0.05,0.048869,0.9819,0.8796,0.022882,3,persistent
FCEL,2024-11-11,1,29,0.034483,0.034294,0.1067,0.1886,0.005502,3,persistent
FCUV,2025-01-31,2,21,0.095238,0.095356,4.3331,0.0777,0.001239,1,persistent
FCUV,2026-02-09,1,14,0.071429,0.071732,16.3324,0.7507,0.004242,3,persistent
FEAM,2025-02-19,2,29,0.068966,0.069056,0.0079,0.0729,0.00131,5,persistent
FEBO,2025-07-31,28,19,1.473684,1.473684,1.0,2.24,0.0,10,persistent
FEDU,2022-06-21,1,21,0.047619,0.048423,0.4587,0.0087,0.016751,4,persistent
FEMY,2026-06-08,1,20,0.05,0.04958,0.2354,0.0229,0.008439,3,persistent
FENG,2022-05-23,12,65,0.184615,0.184508,0.1287,0.1437,0.000581,3,persistent
FFIE,2023-06-20,26,17,1.529412,1.529452,1.3755,0.7877,2.6e-05,4,persistent
FFIE,2023-08-28,1,70,0.014286,0.014042,0.0641,0.0626,0.017209,3,persistent
FFIEW,2022-05-17,11,20,0.55,0.55025,0.3565,0.6417,0.000454,5,persistent
FGEN,2025-06-17,1,25,0.04,0.039734,0.1109,0.0752,0.006679,1,persistent
FGF,2022-05-20,7,5,1.4,1.399194,2.1622,1.0811,0.000576,25,persistent
FGI,2025-07-31,2,9,0.222222,0.222096,0.4,0.622,0.00057,14,persistent
FGI,2025-09-16,1,5,0.2,0.19882,724.5399,0.9437,0.005918,1,persistent
FGL,2026-08-14,32,23,1.391304,1.39217,1.6317,1.5086,0.000622,1,persistent
FGNX,2026-02-13,13,64,0.203125,0.20479,0.238,0.0653,0.008166,1,persistent
FHLTW,2022-07-21,5,8,0.625,0.625,0.3333,0.6667,0.0,15,persistent
FIACW,2022-05-10,23,16,1.4375,1.434783,1.0,1.0,0.001892,62,persistent
FIACW,2022-06-22,25,17,1.470588,1.469311,1.0,1.0,0.000869,15,persistent
FIAT,2025-12-02,1,10,0.1,0.101685,0.0487,0.0172,0.016705,1,persistent
FICVW,2022-04-04,31,16,1.9375,1.940299,1.0,1.0,0.001443,21,persistent
FICVW,2023-06-26,14,29,0.482759,0.4824,0.6667,0.6667,0.000743,26,persistent
FIGG,2026-05-06,1,19,0.052632,0.052594,0.0055,0.0272,0.000707,2,persistent
FINMW,2022-04-14,24,17,1.411765,1.412998,1.105,1.8343,0.000873,1,persistent
FISV,2025-11-11,9,5,1.8,1.796664,2.7269,1.8797,0.001855,889,persistent
FLDDW,2025-02-19,11,23,0.478261,0.47896,4.523,0.6,0.001461,58,persistent
FLGC,2023-06-09,1,20,0.05,0.050693,0.5415,0.1354,0.013771,1,persistent
FLGC,2025-08-04,1,29,0.034483,0.034641,0.2324,0.0075,0.004564,3,persistent
FLJ,2023-12-07,1,27,0.037037,0.036993,0.1139,0.209,0.001177,1,persistent
FLNT,2024-04-12,2,11,0.181818,0.181495,2.0826,0.1147,0.001781,1,persistent
FLXN,2025-07-31,29,80,0.3625,0.362842,0.0065,0.0054,0.000944,1351,persistent
FLYD,2024-03-26,3,29,0.103448,0.101824,0.001,0.0002,0.015824,4,persistent
FLYD,2026-02-25,11,100,0.11,0.110232,0.3209,0.0107,0.002109,2,persistent
FLYE,2025-11-04,1,18,0.055556,0.054324,0.1041,0.0142,0.022422,1,persistent
FMFC,2025-10-31,32,65,0.492308,0.494083,9.4518,0.2145,0.003599,1,persistent
FMSTW,2024-01-08,5,2,2.5,2.486611,3.24,3.01,0.00537,39,bad-open-print
FNCH,2023-06-12,3,100,0.03,0.029401,25.07,0.91,0.020181,3,persistent
FNGD,2021-12-06,1,20,0.05,0.049285,0.1119,0.2627,0.014405,3,persistent
FNGD,2024-03-25,3,31,0.096774,0.097811,0.0735,0.035,0.010657,3,persistent
FNGD,2026-02-09,1,10,0.1,0.100354,0.0003,0.0009,0.003538,3,persistent
FNGG,2023-02-22,3,26,0.115385,0.115258,1.1299,0.0847,0.001101,19,persistent
FNGO,2022-04-26,8,5,1.6,1.600885,1.039,0.8658,0.000553,35,persistent
FNGU,2022-10-31,3,29,0.103448,0.103265,0.0763,0.0452,0.001769,3,persistent
FNGU,2025-06-24,24,1,24.0,23.845768,9.9075,5.0567,0.006447,116,persistent
FOA,2024-07-26,1,10,0.1,0.100188,0.0891,0.5743,0.001877,1,persistent
FORD,2024-06-18,3,26,0.115385,0.115499,0.905,0.02,0.000989,1,persistent
FOXO,2024-08-08,3,2,1.5,1.492764,1.15,1.2,0.004836,14,persistent
FOXO,2025-07-28,13,24,0.541667,0.541914,0.686,0.3518,0.000456,3,persistent
FPAC WS,2022-04-20,23,16,1.4375,1.433333,1.5137,2.0417,0.002903,1,bad-open-print
FRBNW,2023-05-17,5,16,0.3125,0.312,3.7333,0.1333,0.001601,219,persistent
FRES,2023-09-27,5,3,1.666667,1.669643,1.0,1.0,0.001784,2,persistent
FRES,2024-01-03,23,16,1.4375,1.436782,0.78,2.0,0.0005,8,persistent
FRES,2024-07-10,11,100,0.11,0.11039,1.0,0.09,0.003536,13,persistent
FRGE,2025-04-15,2,31,0.064516,0.065168,0.6678,0.4655,0.010046,1,persistent
FRGT,2024-02-05,1,9,0.111111,0.111422,0.1221,0.101,0.00279,3,persistent
FRGT,2025-05-27,5,18,0.277778,0.277819,1.2439,0.2477,0.000148,4,persistent
FRGT,2025-12-15,2,9,0.222222,0.222241,0.1983,0.3483,8.3e-05,3,persistent
FRGT,2026-05-18,4,21,0.190476,0.190513,0.0038,0.599,0.000192,3,persistent
FRSX,2023-04-21,2,13,0.153846,0.155,0.3952,0.4125,0.007472,1,persistent
FRWAW,2022-09-09,2,1,2.0,1.999,1.0,2.1,0.0005,65,persistent
FRXB WS,2023-07-14,13,19,0.684211,0.683108,0.9036,0.7108,0.001613,1,bad-open-print
FST WS,2022-05-02,14,23,0.608696,0.608939,0.5989,0.5307,0.000399,4,bad-open-print
FTCI,2024-12-02,1,11,0.090909,0.090597,0.05,0.0265,0.003443,3,persistent
FTEL,2023-10-10,7,5,1.4,1.402367,1.0,1.0,0.001689,5,persistent
FTEL,2026-01-08,3,25,0.12,0.118963,0.6011,0.0195,0.008681,1,persistent
FTEV WS,2022-03-11,7,10,0.7,0.70087,0.3556,0.9569,0.001241,1,persistent
FTEV WS,2022-05-31,12,25,0.48,0.479798,0.3221,0.2663,0.000421,8,bad-open-print
