vendor,symbol,prev_date,ex_date,cc_return,classification,p2_tier,factor_est,vol_gate_day,vol_gate_persist,gap_days,persistence,reason
databento-xnas,APLD,2024-09-04,2024-09-05,0.628049,repricing,,,,,1,untestable,p3-open-equals-prevclose (intraday move)
databento-xnas,APLD,2025-05-30,2025-06-02,0.541973,repricing,,,,,3,untestable,p3-open-equals-prevclose (intraday move)
databento-xnas,APLS,2026-03-30,2026-03-31,1.358689,repricing,,,,,1,untestable,p3-factor-band (|k-1| < 0.3)
databento-xnas,ASND,2024-08-20,2024-08-21,0.595621,repricing,NEAR,0.615385,1.6721,0.624,1,untestable,p2-volume-not-scaled (NEAR strict gates)
databento-xnas,ASST,2023-06-09,2023-06-12,0.504425,repricing,,,,,3,untestable,p3-open-equals-prevclose (intraday move)
databento-xnas,ASST,2023-11-24,2023-11-27,1.128571,repricing,,,,,3,untestable,p3-factor-band (|k-1| < 0.3)
databento-xnas,ASST,2023-12-20,2023-12-21,0.874505,repricing,,,,,1,untestable,p3-open-equals-prevclose (intraday move)
databento-xnas,ASST,2024-07-01,2024-07-02,3.806492,registry,,,,,,,SplitEvent exDate within +/-1d
databento-xnas,ASST,2024-08-23,2024-08-26,0.87037,repricing,,,,,3,untestable,p3-factor-band (|k-1| < 0.3)
databento-xnas,ASST,2025-01-17,2025-01-21,1.040397,repricing,,,,,4,untestable,p3-open-equals-prevclose (intraday move)
databento-xnas,ASST,2025-01-21,2025-01-22,0.514029,repricing,,,,,1,untestable,p3-open-equals-prevclose (intraday move)
databento-xnas,ASST,2025-05-06,2025-05-07,4.901639,repricing,,,,,1,untestable,p3-open-equals-prevclose (intraday move)
databento-xnas,ASST,2025-05-07,2025-05-08,1.413889,repricing,,,,,1,untestable,p3-factor-band (|k-1| < 0.3)
databento-xnas,ASST,2025-05-21,2025-05-22,0.501166,repricing,,,,,1,untestable,p3-factor-band (|k-1| < 0.3)
databento-xnas,ASST,2025-07-03,2025-07-07,0.625,repricing,,,,,4,untestable,p3-factor-band (|k-1| < 0.3)
databento-xnas,ASST,2025-09-08,2025-09-09,0.698752,repricing,,,,,1,untestable,p3-factor-band (|k-1| < 0.3)
databento-xnas,ASST,2025-10-09,2025-10-10,-0.485294,repricing,,,,,1,untestable,p3-open-equals-prevclose (intraday move)
databento-xnas,ASST,2026-02-05,2026-02-06,24.104167,registry,,,,,,,SplitEvent exDate within +/-1d
databento-xnas,ASTS,2024-05-28,2024-05-29,0.801512,repricing,,,,,1,untestable,p3-open-equals-prevclose (intraday move)
databento-xnas,ASTS,2024-08-14,2024-08-15,0.570732,repricing,,,,,1,untestable,p3-factor-band (|k-1| < 0.3)
databento-xnas,AVDL,2022-05-25,2022-05-26,-0.653846,repricing,,,,,1,untestable,p3-factor-band (|k-1| < 0.3)
databento-xnas,AVDL,2022-05-26,2022-05-27,1.153846,repricing,,,,,1,untestable,p3-open-equals-prevclose (intraday move)
databento-xnas,AVGO,2024-07-12,2024-07-15,-0.899754,registry,,,,,,,SplitEvent exDate within +/-1d
databento-xnas,AXSM,2022-06-24,2022-06-27,0.557676,repricing,,,,,3,untestable,p3-factor-band (|k-1| < 0.3)
databento-xnas,AXTI,2026-07-29,2026-07-30,0.538259,repricing,,,,,1,untestable,p3-factor-band (|k-1| < 0.3)
databento-xnas,AZN,2026-01-30,2026-02-02,1.02043,registry,,,,,,,SplitEvent exDate within +/-1d
databento-xnas,B,2025-01-24,2025-05-09,-0.591368,repricing,NEAR,2.5,10.0762,19.7243,105,untestable,p2-volume-not-scaled (NEAR strict gates)
