symbol,ex_date,event,factor,source,verdict,measured_open,measured_close,persistence
AAON,2023-08-17,FORWARD_SPLIT,1.5,yahoo,corroborated,1.5044,1.5546,persistent
AAUC,2025-05-22,REVERSE_SPLIT,0.333333333333,yahoo,ex-date-absent,,,
ABAT,2023-09-11,REVERSE_SPLIT,0.0666666666667,yahoo,ex-date-absent,,,
ABEO,2022-07-05,REVERSE_SPLIT,0.04,yahoo,corroborated,0.0513,0.0472,persistent
ABNY,2025-12-02,REVERSE_SPLIT,0.2,inband,ex-date-absent,,,
ABP,2025-11-03,REVERSE_SPLIT,0.033333,inband,corroborated,0.0369,0.0359,persistent
ABTC,2022-11-08,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
ABTC,2024-02-09,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
ABTC,2025-09-03,REVERSE_SPLIT,0.2,yahoo,no-prev-bar,,,
ABTC,2026-07-06,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0684,0.0661,persistent
ABTS,2025-03-10,REVERSE_SPLIT,0.071429,inband,corroborated,0.106,0.0875,persistent
ABVC,2023-07-25,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0925,0.0925,persistent
ACB,2024-02-20,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1072,0.1118,persistent
ACET,2025-12-30,REVERSE_SPLIT,0.0625,yahoo,corroborated,0.0626,0.0623,persistent
ACFN,2023-09-08,REVERSE_SPLIT,0.0625,yahoo,ex-date-absent,,,
ACII,2025-09-26,REVERSE_SPLIT,0.40625,inband,ex-date-absent,,,
ACMR,2022-03-24,FORWARD_SPLIT,3.0,yahoo,corroborated,2.9253,3.0451,persistent
ACON,2024-01-04,REVERSE_SPLIT,0.0625,yahoo,corroborated,0.0484,0.0728,persistent
ACON,2025-01-30,REVERSE_SPLIT,0.002985,yahoo,corroborated,0.0038,0.0035,persistent
ACON,2025-03-28,REVERSE_SPLIT,0.037037,yahoo,corroborated,0.0394,0.0443,persistent
ACOR,2023-06-05,REVERSE_SPLIT,0.058824,inband,corroborated,0.0558,0.0528,persistent
ACRS,2023-11-13,FORWARD_SPLIT,5.0,inband,drifted,6.7935,7.3786,persistent
ACRX,2022-10-26,REVERSE_SPLIT,0.064516,inband,corroborated,0.0597,0.056,persistent
ACST,2023-07-10,REVERSE_SPLIT,0.181818,inband,corroborated,0.1765,0.1827,persistent
ACXP,2025-08-05,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0469,0.0551,persistent
ACY,2022-01-10,FORWARD_SPLIT,4.25,inband,corroborated,4.4655,4.9443,persistent
ADAM,2023-03-09,REVERSE_SPLIT,0.25,yahoo,ex-date-absent,,,
ADAP,2024-10-31,REVERSE_SPLIT,0.689655,inband,drifted,0.966,0.9638,persistent
ADIL,2023-08-07,REVERSE_SPLIT,0.04,yahoo,corroborated,0.0415,0.0374,persistent
ADIL,2026-02-06,REVERSE_SPLIT,0.04,yahoo,corroborated,0.0383,0.0449,persistent
ADN,2024-05-14,REVERSE_SPLIT,0.033333,inband,corroborated,0.0353,0.0306,persistent
ADTX,2022-09-14,REVERSE_SPLIT,0.02,yahoo,not-corroborated,0.0152,0.032,persistent
ADTX,2023-08-18,REVERSE_SPLIT,0.025,yahoo,corroborated,0.0218,0.0229,persistent
ADTX,2024-10-02,REVERSE_SPLIT,0.025,yahoo,not-corroborated,0.0201,0.043,persistent
ADTX,2025-03-17,REVERSE_SPLIT,0.004,yahoo,corroborated,0.0041,0.0046,persistent
ADTX,2025-11-03,REVERSE_SPLIT,0.00885,yahoo,corroborated,0.0109,0.0093,persistent
ADTX,2026-03-09,REVERSE_SPLIT,0.125,yahoo,corroborated,0.1167,0.1424,persistent
ADTX,2026-05-18,REVERSE_SPLIT,0.037037,yahoo,corroborated,0.0338,0.0397,persistent
ADV,2026-03-27,REVERSE_SPLIT,0.04,yahoo,corroborated,0.0364,0.0355,persistent
ADVB,2026-02-20,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0566,0.0563,persistent
ADVM,2024-03-21,REVERSE_SPLIT,0.105263,inband,corroborated,0.0984,0.1045,persistent
ADXN,2023-10-23,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
AEC,2025-08-01,REVERSE_SPLIT,0.0133333333333,yahoo,ex-date-absent,,,
AEHL,2023-09-18,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1077,0.0985,persistent
AEHL,2025-04-04,REVERSE_SPLIT,0.025,yahoo,not-corroborated,0.0207,0.0119,persistent
AEHL,2026-03-05,REVERSE_SPLIT,0.166667,yahoo,corroborated,0.1494,0.1717,persistent
AEHL,2026-08-10,REVERSE_SPLIT,0.0625,yahoo,corroborated,0.0547,0.0522,persistent
AEI,2022-12-28,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
AEMD,2023-10-05,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1133,0.112,persistent
AEMD,2025-06-09,REVERSE_SPLIT,0.125,yahoo,drifted,0.1504,0.1667,persistent
AEMD,2025-10-20,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
AEMD,2026-08-04,REVERSE_SPLIT,0.2,yahoo,corroborated,0.1852,0.1852,persistent
AEON,2025-02-26,REVERSE_SPLIT,0.013889,yahoo,not-corroborated,0.0325,0.0533,persistent
AERT,2026-06-12,REVERSE_SPLIT,0.125,yahoo,corroborated,0.1161,0.1128,persistent
AEVA,2024-03-19,REVERSE_SPLIT,0.2,yahoo,corroborated,0.1957,0.1942,persistent
AEY,2023-11-16,REVERSE_SPLIT,0.08,inband,ex-date-absent,,,
AEZS,2022-07-21,REVERSE_SPLIT,0.043478,inband,ex-date-absent,,,
AFCG,2024-07-10,FORWARD_SPLIT,1.461,yahoo,corroborated,1.3964,1.3556,persistent
AFMD,2024-03-11,REVERSE_SPLIT,0.103448,inband,corroborated,0.099,0.1099,persistent
AGBA,2024-10-02,FORWARD_SPLIT,1.923077,inband,drifted,1.8033,1.4765,persistent
AGEN,2023-04-26,FORWARD_SPLIT,1.019,yahoo,corroborated,1.0377,1.041,persistent
AGEN,2024-04-12,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0547,0.055,persistent
AGFY,2023-07-05,REVERSE_SPLIT,0.05,inband,corroborated,0.0562,0.0566,persistent
AGFY,2024-10-08,REVERSE_SPLIT,0.071429,inband,corroborated,0.0704,0.0648,persistent
AGIG,2025-06-09,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
AGL,2026-03-31,REVERSE_SPLIT,0.04,yahoo,corroborated,0.0406,0.0406,persistent
AGLE,2023-09-08,REVERSE_SPLIT,0.043478,inband,corroborated,0.0424,0.0423,persistent
AGMH,2025-06-03,REVERSE_SPLIT,0.02,yahoo,corroborated,0.0236,0.0193,persistent
AGPU,2023-04-24,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
AGPU,2025-09-30,REVERSE_SPLIT,0.0666666666667,yahoo,ex-date-absent,,,
AGRI,2025-07-28,REVERSE_SPLIT,0.103448,inband,corroborated,0.1109,0.1111,persistent
AGRX,2022-04-27,REVERSE_SPLIT,0.03,inband,corroborated,0.0277,0.0364,persistent
AGRX,2023-04-11,REVERSE_SPLIT,0.02,inband,drifted,0.0257,0.0267,persistent
AGZD,2023-08-10,FORWARD_SPLIT,2.0,yahoo,corroborated,2.0014,1.9968,persistent
AHI,2023-06-30,REVERSE_SPLIT,0.388889,inband,corroborated,0.2276,0.3242,persistent
AHT,2024-10-28,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0972,0.0913,persistent
AIBD,2026-07-15,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0993,0.0994,persistent
AIFA,2026-06-12,REVERSE_SPLIT,0.166667,yahoo,corroborated,0.1753,0.1592,persistent
AIFF,2023-10-18,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
AIFF,2024-08-13,REVERSE_SPLIT,0.333333333333,yahoo,no-prev-bar,,,
AIFU,2025-05-21,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0512,0.0548,persistent
AIFU,2026-06-16,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
AIHS,2022-04-06,REVERSE_SPLIT,0.111111,inband,corroborated,0.1256,0.1249,persistent
AIIO,2026-04-06,REVERSE_SPLIT,0.05,yahoo,drifted,0.0586,0.0743,persistent
AIM,2025-06-12,REVERSE_SPLIT,0.01,yahoo,ex-date-absent,,,
AIM,2026-02-10,FORWARD_SPLIT,1.031,yahoo,corroborated,0.983,0.9631,persistent
AIMD,2022-08-09,REVERSE_SPLIT,0.0666666666667,yahoo,no-prev-bar,,,
AIMD,2023-12-14,REVERSE_SPLIT,0.2,yahoo,ex-date-absent,,,
AIMD,2025-06-30,REVERSE_SPLIT,0.2,yahoo,corroborated,0.1925,0.1789,persistent
AIOS,2023-05-18,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
AIOS,2026-04-27,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
AIRE,2026-04-30,REVERSE_SPLIT,0.04,yahoo,drifted,0.0434,0.053,persistent
AIRI,2022-10-18,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
AIXC,2022-11-23,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
AIXC,2024-11-05,REVERSE_SPLIT,0.02,yahoo,ex-date-absent,,,
AIXI,2024-08-23,REVERSE_SPLIT,0.111111,yahoo,corroborated,0.0893,0.0933,persistent
AIXI,2026-05-11,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0376,0.0501,persistent
AIYY,2025-12-02,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0986,0.0979,persistent
AKA,2023-10-02,REVERSE_SPLIT,0.083333,yahoo,corroborated,0.0921,0.0945,persistent
AKAN,2023-03-09,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0966,0.1037,persistent
AKAN,2024-05-23,REVERSE_SPLIT,0.025,yahoo,drifted,0.0325,0.0377,persistent
AKAN,2024-11-14,REVERSE_SPLIT,0.5,yahoo,corroborated,0.4963,0.4437,persistent
AKAN,2025-08-26,REVERSE_SPLIT,0.32,yahoo,corroborated,0.3351,0.2942,persistent
AKAN,2026-01-12,REVERSE_SPLIT,0.2,yahoo,corroborated,0.177,0.1938,persistent
AKAN,2026-04-13,REVERSE_SPLIT,0.222,yahoo,ex-date-absent,,,
AKTX,2023-08-17,REVERSE_SPLIT,0.05,yahoo,drifted,0.0638,0.0636,persistent
AKTX,2026-03-31,REVERSE_SPLIT,0.025,yahoo,corroborated,0.0274,0.0274,persistent
ALAR,2022-11-08,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
ALBT,2023-01-05,REVERSE_SPLIT,0.103448,inband,corroborated,0.1063,0.1065,persistent
ALBT,2024-10-28,REVERSE_SPLIT,0.064516,inband,corroborated,0.0528,0.0534,persistent
ALBT,2026-08-31,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
ALCE,2026-08-20,REVERSE_SPLIT,0.0004,yahoo,ex-date-absent,,,
ALF,2024-08-01,REVERSE_SPLIT,0.0125,inband,ex-date-absent,,,
ALGS,2024-08-19,REVERSE_SPLIT,0.04,yahoo,corroborated,0.0375,0.0388,persistent
ALIT,2026-07-01,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0491,0.0408,persistent
ALLK,2021-12-22,FORWARD_SPLIT,8.5,inband,corroborated,7.8338,9.9026,persistent
ALLR,2023-03-27,REVERSE_SPLIT,0.028571,yahoo,corroborated,0.0294,0.0305,persistent
ALLR,2023-06-29,REVERSE_SPLIT,0.025,yahoo,corroborated,0.0265,0.0271,persistent
ALLR,2024-04-09,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0533,0.0614,persistent
ALLR,2024-09-11,REVERSE_SPLIT,0.033333,yahoo,corroborated,0.041,0.0334,persistent
ALM,2025-07-07,REVERSE_SPLIT,0.666666666667,yahoo,ex-date-absent,,,
ALM,2025-07-08,REVERSE_SPLIT,0.666666666667,yahoo,ex-date-absent,,,
ALOY,2023-04-11,REVERSE_SPLIT,0.25,yahoo,ex-date-absent,,,
ALP,2024-08-15,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
ALPP,2023-05-15,REVERSE_SPLIT,0.125,yahoo,corroborated,0.1237,0.1418,persistent
ALRN,2022-11-11,REVERSE_SPLIT,0.052632,inband,ex-date-absent,,,
ALTM,2024-01-04,FORWARD_SPLIT,9.5,inband,corroborated,9.2936,9.1571,persistent
ALTS,2024-07-15,FORWARD_SPLIT,16.0,inband,ex-date-absent,,,
ALUR,2025-01-03,REVERSE_SPLIT,0.04,yahoo,drifted,0.0392,0.0525,persistent
ALVR,2025-01-16,REVERSE_SPLIT,0.043478,inband,corroborated,0.0458,0.0418,persistent
ALZN,2023-10-31,REVERSE_SPLIT,0.0666666666667,yahoo,ex-date-absent,,,
ALZN,2024-07-16,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0954,0.0954,persistent
ALZN,2025-05-12,REVERSE_SPLIT,0.111111,yahoo,corroborated,0.1162,0.1252,persistent
AMBO,2024-02-20,REVERSE_SPLIT,0.1,yahoo,corroborated,0.112,0.1029,persistent
AMBR,2022-11-14,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
AMC,2023-08-24,REVERSE_SPLIT,0.1,yahoo,drifted,0.1208,0.1364,persistent
AMCR,2026-01-15,REVERSE_SPLIT,0.2,yahoo,corroborated,0.1979,0.1997,persistent
AMDD,2026-07-15,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1019,0.0968,persistent
AMDY,2025-12-08,REVERSE_SPLIT,0.2,yahoo,corroborated,0.1989,0.1984,persistent
AMIX,2024-10-25,REVERSE_SPLIT,0.05,yahoo,drifted,0.0602,0.0645,persistent
AMIX,2026-06-24,REVERSE_SPLIT,0.047619,yahoo,corroborated,0.0488,0.0463,persistent
AMOD,2026-06-15,REVERSE_SPLIT,0.025,yahoo,corroborated,0.0255,0.0226,persistent
AMPE,2022-11-10,REVERSE_SPLIT,0.0666666666667,yahoo,ex-date-absent,,,
AMPE,2023-09-12,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0546,0.0526,persistent
AMRK,2022-06-07,FORWARD_SPLIT,2.0,inband,corroborated,1.9768,1.9722,persistent
AMRN,2025-04-11,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0484,0.0502,persistent
AMST,2023-02-22,REVERSE_SPLIT,0.083333,yahoo,not-corroborated,0.0984,0.131,persistent
AMTD,2022-11-22,REVERSE_SPLIT,0.5,yahoo,corroborated,0.505,0.505,persistent
AMTD,2023-11-17,REVERSE_SPLIT,0.333333,yahoo,corroborated,0.3439,0.3457,persistent
AMWL,2024-07-11,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0511,0.0408,persistent
AMZE,2025-06-13,REVERSE_SPLIT,0.043478,yahoo,drifted,0.061,0.061,persistent
AMZE,2026-07-27,REVERSE_SPLIT,0.125,yahoo,not-corroborated,0.2676,0.3355,persistent
AMZN,2022-06-06,FORWARD_SPLIT,20.0,yahoo,corroborated,19.838,19.5919,persistent
ANAB,2026-04-20,FORWARD_SPLIT,1.5,yahoo,corroborated,1.4972,1.3255,persistent
ANET,2021-11-18,FORWARD_SPLIT,4.0,yahoo,corroborated,4.064,3.9858,persistent
ANET,2024-12-04,FORWARD_SPLIT,4.0,yahoo,corroborated,3.92,3.9311,persistent
ANGH,2025-08-04,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0773,0.082,persistent
ANGI,2025-03-24,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0971,0.0944,persistent
ANY,2023-06-29,REVERSE_SPLIT,0.142857,yahoo,corroborated,0.1333,0.1555,persistent
ANY,2026-02-10,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0969,0.1051,persistent
APDN,2024-04-25,REVERSE_SPLIT,0.057143,inband,corroborated,0.0557,0.0563,persistent
APDN,2025-06-02,REVERSE_SPLIT,0.064516,inband,corroborated,0.0637,0.0606,persistent
APG,2025-07-01,FORWARD_SPLIT,1.5,yahoo,corroborated,1.518,1.5428,persistent
APH,2024-06-12,FORWARD_SPLIT,2.0,yahoo,corroborated,1.9833,1.9571,persistent
APH,2026-09-03,FORWARD_SPLIT,2.0,yahoo,ex-date-absent,,,
APLD,2022-04-13,REVERSE_SPLIT,0.166666666667,yahoo,no-prev-bar,,,
APLM,2024-11-25,REVERSE_SPLIT,0.01,yahoo,corroborated,0.011,0.0093,persistent
APLX,2026-03-10,FORWARD_SPLIT,3.0,yahoo,corroborated,2.9745,2.9078,persistent
APLZ,2026-06-03,REVERSE_SPLIT,0.2,yahoo,corroborated,0.1864,0.1775,persistent
APM,2023-01-23,REVERSE_SPLIT,0.111111,inband,corroborated,0.1075,0.1069,persistent
APM,2026-07-20,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
APOP,2021-09-24,REVERSE_SPLIT,0.276923,inband,corroborated,0.2844,0.317,persistent
APPX,2025-10-21,FORWARD_SPLIT,3.0,yahoo,corroborated,3.1429,3.144,persistent
APPX,2026-03-10,REVERSE_SPLIT,0.333333,yahoo,corroborated,0.3405,0.3881,persistent
APRE,2023-02-13,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
APRN,2023-06-08,REVERSE_SPLIT,0.085714,inband,corroborated,0.0932,0.098,persistent
APTO,2023-06-06,REVERSE_SPLIT,0.068966,inband,corroborated,0.0666,0.0681,persistent
APTO,2025-02-26,REVERSE_SPLIT,0.030769,inband,corroborated,0.0325,0.0311,persistent
APUS,2026-07-24,REVERSE_SPLIT,0.1,yahoo,drifted,0.1316,0.1316,persistent
APVO,2024-03-06,REVERSE_SPLIT,0.022727,yahoo,corroborated,0.0225,0.0201,persistent
APVO,2024-12-04,REVERSE_SPLIT,0.027027,yahoo,corroborated,0.0273,0.026,persistent
APVO,2025-05-27,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0543,0.056,persistent
APVO,2025-12-30,REVERSE_SPLIT,0.055556,yahoo,corroborated,0.0545,0.0578,persistent
AQB,2023-10-16,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0545,0.051,persistent
AQMS,2024-11-05,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0531,0.0511,persistent
AQMS,2025-08-04,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0884,0.0866,persistent
ARBB,2025-06-02,REVERSE_SPLIT,0.0666666666667,yahoo,ex-date-absent,,,
ARBK,2025-12-12,REVERSE_SPLIT,0.00463,yahoo,not-corroborated,0.005,0.0201,persistent
ARCX,2025-12-02,REVERSE_SPLIT,0.2,yahoo,corroborated,0.1937,0.1877,persistent
AREB,2022-02-07,REVERSE_SPLIT,0.0125,yahoo,no-prev-bar,,,
AREB,2023-06-27,REVERSE_SPLIT,0.04,yahoo,corroborated,0.0381,0.033,persistent
AREB,2024-10-02,REVERSE_SPLIT,0.111111,yahoo,not-corroborated,0.164,0.2125,persistent
AREB,2025-03-31,REVERSE_SPLIT,0.04,yahoo,drifted,0.0548,0.0571,persistent
AREB,2025-10-03,REVERSE_SPLIT,0.05,yahoo,not-corroborated,0.0592,0.0897,persistent
AREB,2026-02-02,REVERSE_SPLIT,0.05,yahoo,not-corroborated,0.0547,0.1404,persistent
AREB,2026-03-23,REVERSE_SPLIT,0.01,yahoo,ex-date-absent,,,
AREN,2022-02-09,REVERSE_SPLIT,0.0454545454545,yahoo,ex-date-absent,,,
ARKB,2025-06-16,FORWARD_SPLIT,3.0,yahoo,corroborated,2.958,2.9007,persistent
ARMH,2026-07-14,FORWARD_SPLIT,10.0,yahoo,ex-date-absent,,,
ARMK,2023-10-02,FORWARD_SPLIT,1.385,yahoo,corroborated,1.3863,1.3869,persistent
AROW,2022-09-16,FORWARD_SPLIT,1.03,yahoo,corroborated,1.0444,1.0182,persistent
ARQQ,2024-09-25,REVERSE_SPLIT,0.04,yahoo,drifted,0.0451,0.0568,persistent
ARR,2023-10-02,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2009,0.2078,persistent
ARTL,2022-08-10,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0712,0.0683,persistent
ARTL,2025-06-13,REVERSE_SPLIT,0.166666666667,yahoo,ex-date-absent,,,
ARTL,2026-03-10,REVERSE_SPLIT,0.333333,yahoo,corroborated,0.3108,0.3179,persistent
ARTL,2026-08-31,REVERSE_SPLIT,0.111111,yahoo,corroborated,0.0998,0.1008,persistent
ARVL,2023-04-14,REVERSE_SPLIT,0.02,inband,drifted,0.0227,0.0265,persistent
ARVR,2022-06-23,REVERSE_SPLIT,0.492308,inband,ex-date-absent,,,
ASBP,2026-01-16,REVERSE_SPLIT,0.025,yahoo,corroborated,0.0241,0.0233,persistent
ASBP,2026-05-11,REVERSE_SPLIT,0.028571,inband,corroborated,0.0314,0.0341,persistent
ASLN,2023-03-13,REVERSE_SPLIT,0.22,inband,corroborated,0.224,0.224,persistent
ASLN,2024-07-03,REVERSE_SPLIT,0.133333,inband,corroborated,0.1455,0.1362,persistent
ASMB,2024-02-12,REVERSE_SPLIT,0.083333,yahoo,corroborated,0.0847,0.0784,persistent
ASMH,2026-07-14,FORWARD_SPLIT,10.0,yahoo,drifted,7.8675,7.8675,persistent
ASNS,2023-04-19,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1089,0.104,persistent
ASNS,2025-11-18,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1027,0.1086,persistent
ASPS,2025-05-28,REVERSE_SPLIT,0.125,yahoo,ex-date-absent,,,
ASRT,2025-12-26,REVERSE_SPLIT,0.074074,inband,corroborated,0.069,0.0662,persistent
ASST,2024-07-02,REVERSE_SPLIT,0.2,yahoo,corroborated,0.1988,0.2105,persistent
ASST,2026-02-06,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0483,0.0414,persistent
ASTC,2022-12-05,REVERSE_SPLIT,0.033333,yahoo,corroborated,0.0331,0.0306,persistent
ASTI,2023-09-12,REVERSE_SPLIT,0.005,yahoo,corroborated,0.0043,0.005,persistent
ASTI,2024-08-15,REVERSE_SPLIT,0.01,yahoo,corroborated,0.0122,0.0121,persistent
ASTR,2023-09-14,REVERSE_SPLIT,0.08,inband,corroborated,0.071,0.0777,persistent
ATAX,2022-04-04,REVERSE_SPLIT,0.34375,inband,ex-date-absent,,,
ATCH,2025-01-01,REVERSE_SPLIT,0.0166666666667,yahoo,ex-date-absent,,,
ATCH,2025-01-02,REVERSE_SPLIT,0.016667,yahoo,corroborated,0.014,0.0159,persistent
ATER,2024-03-22,REVERSE_SPLIT,0.083333,yahoo,corroborated,0.0956,0.077,persistent
ATHA,2025-09-18,REVERSE_SPLIT,0.1,inband,ex-date-absent,,,
ATHE,2023-01-09,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
ATHX,2022-08-29,REVERSE_SPLIT,0.0375,inband,corroborated,0.0402,0.0437,persistent
ATIP,2023-06-15,REVERSE_SPLIT,0.025,inband,drifted,0.0232,0.0195,persistent
ATNF,2024-02-28,REVERSE_SPLIT,0.052632,inband,corroborated,0.0565,0.0633,persistent
ATNX,2023-02-15,REVERSE_SPLIT,0.05,inband,corroborated,0.0517,0.0531,persistent
ATOS,2026-02-02,REVERSE_SPLIT,0.066667,yahoo,drifted,0.0768,0.101,persistent
ATPC,2024-08-30,REVERSE_SPLIT,0.05,yahoo,drifted,0.0239,0.0321,persistent
ATPC,2026-02-10,REVERSE_SPLIT,0.02,yahoo,corroborated,0.0188,0.019,persistent
ATRA,2024-06-20,REVERSE_SPLIT,0.04,yahoo,corroborated,0.0408,0.0444,persistent
ATRO,2026-06-15,FORWARD_SPLIT,1.253,yahoo,corroborated,1.2016,1.2679,persistent
ATXG,2023-06-30,REVERSE_SPLIT,0.103448,inband,corroborated,0.1026,0.1005,persistent
ATXG,2026-03-30,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0719,0.0653,persistent
ATXI,2022-09-23,REVERSE_SPLIT,0.066667,yahoo,drifted,0.0667,0.0969,persistent
ATXI,2024-04-26,REVERSE_SPLIT,0.013333,yahoo,drifted,0.0151,0.0185,persistent
AUC,2025-08-08,REVERSE_SPLIT,0.0555555555556,yahoo,ex-date-absent,,,
AUID,2023-07-10,REVERSE_SPLIT,0.125,yahoo,corroborated,0.1106,0.1173,persistent
AUID,2023-08-21,FORWARD_SPLIT,1.545455,inband,drifted,0.9887,0.9907,bad-open-print
AUMN,2023-06-09,REVERSE_SPLIT,0.04,yahoo,corroborated,0.0441,0.0452,persistent
AURE,2026-02-19,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
AUUD,2024-02-27,REVERSE_SPLIT,0.04,yahoo,corroborated,0.045,0.0494,persistent
AUUD,2025-03-31,REVERSE_SPLIT,0.058824,yahoo,corroborated,0.059,0.059,persistent
AUUD,2026-04-01,REVERSE_SPLIT,0.129,yahoo,corroborated,0.1361,0.1114,persistent
AUVI,2023-05-31,REVERSE_SPLIT,0.2,yahoo,ex-date-absent,,,
AUVI,2023-12-12,REVERSE_SPLIT,0.04,yahoo,corroborated,0.0443,0.0419,persistent
AVB,2026-08-17,FORWARD_SPLIT,2.793,yahoo,ex-date-absent,,,
AVCT,2022-10-03,REVERSE_SPLIT,0.055556,inband,drifted,0.0646,0.0793,persistent
AVGO,2024-07-15,FORWARD_SPLIT,10.0,yahoo,corroborated,9.9721,9.9076,persistent
AVTE,2024-06-17,FORWARD_SPLIT,11.666667,inband,drifted,9.9197,15.061,persistent
AVTX,2022-07-08,REVERSE_SPLIT,0.083333,yahoo,corroborated,0.0846,0.0841,persistent
AVTX,2023-12-29,REVERSE_SPLIT,0.004167,yahoo,drifted,0.0048,0.0055,persistent
AVX,2023-10-11,REVERSE_SPLIT,0.02,yahoo,ex-date-absent,,,
AVX,2024-12-05,REVERSE_SPLIT,0.01,yahoo,ex-date-absent,,,
AVX,2025-07-28,REVERSE_SPLIT,0.111111111111,yahoo,ex-date-absent,,,
AVX,2026-06-15,REVERSE_SPLIT,0.083333,yahoo,corroborated,0.0841,0.0782,persistent
AVXX,2026-03-23,REVERSE_SPLIT,0.333333,yahoo,corroborated,0.3288,0.3027,persistent
AWH,2023-05-12,REVERSE_SPLIT,0.066667,inband,corroborated,0.0801,0.0737,persistent
AWIN,2024-04-02,REVERSE_SPLIT,0.01,yahoo,drifted,0.0128,0.0126,persistent
AWP,2026-02-09,REVERSE_SPLIT,0.333333,yahoo,corroborated,0.3371,0.3322,persistent
AXDX,2023-07-12,REVERSE_SPLIT,0.103448,inband,corroborated,0.0972,0.1081,persistent
AXLA,2023-09-19,REVERSE_SPLIT,0.038462,inband,drifted,0.0416,0.0488,persistent
AXTU,2026-08-24,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1217,0.12,persistent
AYRO,2023-09-18,REVERSE_SPLIT,0.130435,inband,corroborated,0.1494,0.1428,persistent
AYRO,2025-06-26,REVERSE_SPLIT,0.064516,inband,corroborated,0.0577,0.0537,persistent
AYTU,2023-01-06,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0566,0.0561,persistent
AZ,2024-10-08,REVERSE_SPLIT,0.4,yahoo,corroborated,0.4089,0.388,persistent
AZI,2025-12-12,REVERSE_SPLIT,0.02,yahoo,corroborated,0.0174,0.0211,persistent
AZI,2026-03-23,REVERSE_SPLIT,0.1,yahoo,corroborated,0.102,0.1181,persistent
AZIO,2022-06-27,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
AZIO,2025-08-08,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
AZN,2026-02-02,REVERSE_SPLIT,0.5,yahoo,corroborated,0.4949,0.4925,persistent
AZRX,2021-09-13,REVERSE_SPLIT,0.103448,inband,drifted,0.1036,0.1335,persistent
