symbol,ex_date,event,factor,source,verdict,measured_open,measured_close,persistence
SKYQ,2026-03-16,REVERSE_SPLIT,0.125,yahoo,corroborated,0.1331,0.1023,persistent
SLAI,2026-07-06,REVERSE_SPLIT,0.15,inband,corroborated,0.1607,0.1352,persistent
SLDB,2022-10-28,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0745,0.0742,persistent
SLE,2023-09-11,REVERSE_SPLIT,0.05,yahoo,no-prev-bar,,,
SLE,2025-06-23,REVERSE_SPLIT,0.025,yahoo,corroborated,0.0265,0.0253,persistent
SLE,2026-01-23,REVERSE_SPLIT,0.083333,yahoo,corroborated,0.068,0.0863,persistent
SLG,2022-01-24,REVERSE_SPLIT,0.97,yahoo,corroborated,0.9867,0.9703,persistent
SLGL,2025-05-05,REVERSE_SPLIT,0.1,yahoo,drifted,0.102,0.1264,persistent
SLMT,2025-06-26,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
SLMT,2026-05-14,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0966,0.0918,persistent
SLNH,2023-10-16,REVERSE_SPLIT,0.04,yahoo,corroborated,0.0489,0.0498,persistent
SLNO,2022-08-26,REVERSE_SPLIT,0.075,inband,corroborated,0.0778,0.0855,persistent
SLON,2026-05-28,REVERSE_SPLIT,0.2,yahoo,ex-date-absent,,,
SLRX,2025-08-18,REVERSE_SPLIT,0.068966,inband,ex-date-absent,,,
SLVO,2022-09-27,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0495,0.0495,persistent
SLXN,2024-10-03,FORWARD_SPLIT,1.481481,inband,drifted,1.0034,1.0028,persistent
SLXN,2024-11-29,REVERSE_SPLIT,0.12,inband,corroborated,0.1163,0.107,persistent
SLXN,2025-07-29,REVERSE_SPLIT,0.0666666666667,yahoo,ex-date-absent,,,
SLXN,2026-05-29,REVERSE_SPLIT,0.1,yahoo,drifted,0.0866,0.0791,persistent
SMAP,2024-10-24,REVERSE_SPLIT,0.294118,inband,ex-date-absent,,,
SMCC,2026-06-30,REVERSE_SPLIT,0.242857,inband,ex-date-absent,,,
SMCI,2024-10-01,FORWARD_SPLIT,10.0,yahoo,corroborated,9.9278,10.2705,persistent
SMCL,2026-05-01,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0493,0.0518,persistent
SMCL,2026-06-26,FORWARD_SPLIT,3.0,yahoo,corroborated,3.0423,3.2001,persistent
SMCX,2024-11-18,REVERSE_SPLIT,0.05,yahoo,drifted,0.0416,0.0377,persistent
SMCX,2026-03-19,REVERSE_SPLIT,0.5,yahoo,corroborated,0.5138,0.4907,persistent
SMCZ,2025-12-09,REVERSE_SPLIT,0.125,yahoo,corroborated,0.1211,0.1225,persistent
SMDD,2025-06-12,REVERSE_SPLIT,0.5,yahoo,ex-date-absent,,,
SMFL,2023-04-24,REVERSE_SPLIT,0.02,yahoo,corroborated,0.0203,0.0213,persistent
SMFL,2023-08-02,REVERSE_SPLIT,0.333333,yahoo,corroborated,0.2599,0.3439,persistent
SMFL,2023-10-27,REVERSE_SPLIT,0.333333,yahoo,corroborated,0.2434,0.3637,persistent
SMFL,2024-04-22,REVERSE_SPLIT,0.142857,yahoo,corroborated,0.1192,0.1147,persistent
SMH,2023-05-05,FORWARD_SPLIT,2.0,yahoo,corroborated,1.9942,1.9578,persistent
SMN,2024-11-07,REVERSE_SPLIT,0.5,yahoo,corroborated,0.6057,0.5027,persistent
SMN,2026-05-28,REVERSE_SPLIT,0.5,yahoo,corroborated,0.5429,0.5418,persistent
SMSI,2024-04-11,REVERSE_SPLIT,0.125,yahoo,corroborated,0.1335,0.1222,persistent
SMSI,2026-06-05,REVERSE_SPLIT,0.2,yahoo,ex-date-absent,,,
SMST,2025-05-23,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0474,0.0434,persistent
SMTK,2026-08-21,REVERSE_SPLIT,0.02,yahoo,corroborated,0.0195,0.0227,persistent
SMU,2025-12-02,REVERSE_SPLIT,0.2,yahoo,corroborated,0.1971,0.1826,persistent
SMU,2026-03-10,REVERSE_SPLIT,0.333333,yahoo,corroborated,0.3312,0.3399,persistent
SMUP,2026-01-26,REVERSE_SPLIT,0.1,yahoo,not-corroborated,1.006,1.1655,bad-open-print
SMUP,2026-04-08,REVERSE_SPLIT,0.04,yahoo,corroborated,0.0356,0.0362,persistent
SMX,2023-08-21,REVERSE_SPLIT,0.045455,yahoo,corroborated,0.0453,0.049,persistent
SMX,2024-07-15,REVERSE_SPLIT,0.013333,yahoo,corroborated,0.0154,0.0157,persistent
SMX,2025-01-15,REVERSE_SPLIT,0.035,yahoo,corroborated,0.0398,0.0351,persistent
SMX,2025-06-16,REVERSE_SPLIT,0.243,yahoo,ex-date-absent,,,
SMX,2025-08-07,REVERSE_SPLIT,0.142857,yahoo,corroborated,0.1453,0.1524,persistent
SMX,2025-10-23,REVERSE_SPLIT,0.091,yahoo,drifted,0.1183,0.1145,persistent
SMX,2026-02-17,REVERSE_SPLIT,0.204,yahoo,corroborated,0.1886,0.2217,persistent
SMX,2026-05-11,REVERSE_SPLIT,0.052632,inband,drifted,0.051,0.0771,persistent
SMX,2026-06-01,REVERSE_SPLIT,0.437,yahoo,corroborated,0.4626,0.4416,persistent
SMXT,2026-08-13,REVERSE_SPLIT,0.0833333333333,yahoo,ex-date-absent,,,
SNAL,2026-07-06,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2088,0.2012,persistent
SNAX,2023-07-14,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0743,0.0728,persistent
SNCE,2023-12-08,REVERSE_SPLIT,0.052632,inband,corroborated,0.062,0.0492,persistent
SNCR,2023-12-11,REVERSE_SPLIT,0.12,inband,corroborated,0.1171,0.1133,persistent
SNDL,2022-07-26,REVERSE_SPLIT,0.1,yahoo,drifted,0.1118,0.1307,persistent
SNDQ,2026-07-21,REVERSE_SPLIT,0.1,yahoo,drifted,0.1189,0.1403,persistent
SNDU,2026-06-08,FORWARD_SPLIT,3.0,yahoo,corroborated,2.7228,2.7113,persistent
SNES,2022-11-16,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0495,0.0625,persistent
SNES,2023-11-17,REVERSE_SPLIT,0.083333,yahoo,corroborated,0.0656,0.0789,persistent
SNES,2024-07-25,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1075,0.0916,persistent
SNEX,2023-11-27,FORWARD_SPLIT,1.5,yahoo,corroborated,1.4998,1.5194,persistent
SNEX,2025-03-24,FORWARD_SPLIT,1.5,yahoo,corroborated,1.5278,1.4801,persistent
SNEX,2026-03-23,FORWARD_SPLIT,1.5,yahoo,corroborated,1.4573,1.4728,persistent
SNEX,2026-07-20,FORWARD_SPLIT,1.5,yahoo,corroborated,1.451,1.4582,persistent
SNFCA,2022-06-30,FORWARD_SPLIT,1.05,yahoo,ex-date-absent,,,
SNFCA,2023-07-06,FORWARD_SPLIT,1.05,yahoo,corroborated,1.043,1.0504,persistent
SNFCA,2024-07-05,FORWARD_SPLIT,1.05,yahoo,corroborated,1.0303,1.0654,persistent
SNFCA,2025-07-11,FORWARD_SPLIT,1.05,yahoo,corroborated,1.0174,1.0573,persistent
SNFCA,2026-07-10,FORWARD_SPLIT,1.05,yahoo,corroborated,1.0684,1.0299,persistent
SNGX,2023-02-10,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0784,0.0784,persistent
SNGX,2024-06-06,REVERSE_SPLIT,0.0625,yahoo,corroborated,0.0707,0.0768,persistent
SNOA,2024-08-30,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0502,0.0497,persistent
SNPX,2024-04-05,REVERSE_SPLIT,0.047619,inband,drifted,0.0366,0.0352,persistent
SNPX,2025-11-13,REVERSE_SPLIT,0.318182,inband,ex-date-absent,,,
SNSE,2025-06-17,REVERSE_SPLIT,0.052632,inband,corroborated,0.0523,0.0521,persistent
SNTG,2022-08-11,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2057,0.2082,persistent
SNTI,2024-07-18,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1079,0.1139,persistent
SNXX,2026-06-03,FORWARD_SPLIT,8.0,yahoo,corroborated,7.7689,7.0424,persistent
SOAR,2025-02-24,REVERSE_SPLIT,0.04,yahoo,drifted,0.0558,0.0593,persistent
SOAR,2025-12-26,FORWARD_SPLIT,1.126,yahoo,corroborated,0.9512,1.2207,persistent
SOBR,2022-04-28,REVERSE_SPLIT,0.333333333333,yahoo,ex-date-absent,,,
SOBR,2024-10-02,REVERSE_SPLIT,0.009091,yahoo,corroborated,0.0102,0.0093,persistent
SOBR,2025-04-04,REVERSE_SPLIT,0.1,yahoo,drifted,0.0824,0.0722,persistent
SOGP,2023-09-20,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
SOLT,2025-04-07,FORWARD_SPLIT,1.705882,inband,drifted,1.4906,1.3481,persistent
SOLT,2026-02-27,REVERSE_SPLIT,0.05,yahoo,corroborated,0.054,0.0565,persistent
SOND,2023-09-21,REVERSE_SPLIT,0.052632,inband,corroborated,0.0539,0.0564,persistent
SONM,2021-09-16,REVERSE_SPLIT,0.1,yahoo,corroborated,0.107,0.0996,persistent
SONM,2024-07-18,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1097,0.106,persistent
SONM,2025-10-27,REVERSE_SPLIT,0.055556,yahoo,corroborated,0.0592,0.0601,persistent
SONN,2023-09-01,REVERSE_SPLIT,0.04,inband,corroborated,0.0456,0.0435,persistent
SONN,2024-09-30,REVERSE_SPLIT,0.128571,inband,ex-date-absent,,,
SONX,2024-11-08,REVERSE_SPLIT,0.005,yahoo,ex-date-absent,,,
SONY,2024-10-09,FORWARD_SPLIT,5.0,yahoo,corroborated,5.0526,4.9942,persistent
SOS,2022-07-06,REVERSE_SPLIT,0.02,yahoo,corroborated,0.0232,0.0203,persistent
SOS,2024-11-19,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.07,0.0799,persistent
SOUX,2026-03-19,REVERSE_SPLIT,0.25,yahoo,ex-date-absent,,,
SOWG,2026-04-24,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0629,0.0625,persistent
SOXS,2022-03-28,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0979,0.1017,persistent
SOXS,2024-04-15,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1033,0.0967,persistent
SOXS,2026-03-05,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0495,0.0483,persistent
SOXS,2026-07-15,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1042,0.0933,persistent
SOXX,2024-03-07,FORWARD_SPLIT,3.0,yahoo,corroborated,2.9587,2.8999,persistent
SPAQ,2023-01-30,REVERSE_SPLIT,0.071429,inband,ex-date-absent,,,
SPCB,2022-11-23,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1214,0.1221,persistent
SPCB,2024-08-22,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0572,0.0515,persistent
SPCE,2024-06-17,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0685,0.0585,persistent
SPGC,2024-07-30,REVERSE_SPLIT,0.096774,inband,drifted,0.122,0.1382,persistent
SPGI,2026-07-01,FORWARD_SPLIT,1.057,yahoo,corroborated,1.0192,0.9814,persistent
SPHL,2025-12-02,REVERSE_SPLIT,0.125,yahoo,corroborated,0.1145,0.1145,persistent
SPHR,2023-04-21,FORWARD_SPLIT,2.165,yahoo,no-prev-bar,,,
SPIR,2023-08-31,REVERSE_SPLIT,0.125,yahoo,corroborated,0.127,0.1074,persistent
SPKY,2023-05-10,FORWARD_SPLIT,1.7,inband,ex-date-absent,,,
SPPL,2025-04-07,REVERSE_SPLIT,0.125,yahoo,ex-date-absent,,,
SPRB,2025-08-05,REVERSE_SPLIT,0.0133333333333,yahoo,ex-date-absent,,,
SPRC,2023-09-28,REVERSE_SPLIT,0.038462,yahoo,not-corroborated,0.0494,0.0613,persistent
SPRC,2025-07-03,REVERSE_SPLIT,0.047619047619,yahoo,ex-date-absent,,,
SPRC,2026-03-04,REVERSE_SPLIT,0.111111,yahoo,corroborated,0.0958,0.0943,persistent
SPRU,2023-10-09,REVERSE_SPLIT,0.125,yahoo,corroborated,0.1389,0.1295,persistent
SPWR,2025-04-22,REVERSE_SPLIT,0.058824,inband,corroborated,0.0615,0.0735,persistent
SPXE,2024-04-10,FORWARD_SPLIT,2.0,yahoo,ex-date-absent,,,
SPXN,2024-04-10,FORWARD_SPLIT,2.0,yahoo,corroborated,1.9522,1.9522,persistent
SPXS,2025-09-29,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1011,0.1005,persistent
SPXU,2024-04-10,REVERSE_SPLIT,0.2,yahoo,corroborated,0.1961,0.1942,persistent
SPXU,2025-11-20,REVERSE_SPLIT,0.25,yahoo,corroborated,0.2619,0.239,persistent
SPXV,2024-04-10,FORWARD_SPLIT,2.0,yahoo,ex-date-absent,,,
SPYQ,2025-06-03,REVERSE_SPLIT,0.2,yahoo,ex-date-absent,,,
SPYU,2026-02-24,FORWARD_SPLIT,2.0,yahoo,corroborated,1.9992,1.9405,persistent
SPYX,2023-01-12,FORWARD_SPLIT,3.0,yahoo,ex-date-absent,,,
SQFT,2025-05-19,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
SQNS,2024-10-09,REVERSE_SPLIT,0.4,yahoo,corroborated,0.412,0.4292,persistent
SQNS,2025-09-17,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1,0.1012,persistent
SQQQ,2022-01-13,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2028,0.1866,persistent
SQQQ,2024-11-07,REVERSE_SPLIT,0.2,yahoo,corroborated,0.203,0.21,persistent
SQQQ,2025-11-20,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2137,0.1871,persistent
SRE,2023-08-22,FORWARD_SPLIT,2.0,yahoo,corroborated,2.0042,1.9947,persistent
SRET,2022-12-20,REVERSE_SPLIT,0.333333,yahoo,corroborated,0.3388,0.3388,persistent
SRFM,2024-08-19,REVERSE_SPLIT,0.142857,yahoo,corroborated,0.145,0.1503,persistent
SRGA,2022-05-17,REVERSE_SPLIT,0.04,inband,drifted,0.032,0.0292,persistent
SRS,2024-11-07,REVERSE_SPLIT,0.25,yahoo,corroborated,0.254,0.254,persistent
SRTY,2022-01-13,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2034,0.1953,persistent
SRTY,2025-11-20,REVERSE_SPLIT,0.25,yahoo,corroborated,0.2658,0.2369,persistent
SRXH,2024-03-21,REVERSE_SPLIT,0.025,yahoo,ex-date-absent,,,
SRXH,2025-04-30,FORWARD_SPLIT,1.35,yahoo,no-prev-bar,,,
SRXH,2026-07-06,REVERSE_SPLIT,0.016667,yahoo,not-corroborated,0.0272,0.0509,persistent
SRZN,2023-12-14,REVERSE_SPLIT,0.0666666666667,yahoo,ex-date-absent,,,
SSBI,2021-10-28,FORWARD_SPLIT,1.1,yahoo,ex-date-absent,,,
SSG,2024-04-10,REVERSE_SPLIT,0.2,yahoo,ex-date-absent,,,
SSG,2024-11-07,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2062,0.2081,persistent
SSG,2025-11-20,REVERSE_SPLIT,0.25,yahoo,corroborated,0.2661,0.2324,persistent
SSKN,2024-06-07,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1199,0.1199,persistent
SSO,2022-01-13,FORWARD_SPLIT,2.0,yahoo,corroborated,1.987,2.0608,persistent
SSO,2025-11-20,FORWARD_SPLIT,2.0,yahoo,corroborated,1.9506,2.0624,persistent
SSP,2025-12-08,FORWARD_SPLIT,1.33,yahoo,drifted,0.9966,0.9602,bad-open-print
SST,2025-06-12,REVERSE_SPLIT,0.1,yahoo,corroborated,0.103,0.0914,persistent
STAI,2025-12-16,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0538,0.0557,persistent
STCN,2023-06-22,REVERSE_SPLIT,0.115385,inband,drifted,0.1079,0.0883,persistent
STEM,2025-06-23,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0509,0.0562,persistent
STEX,2024-02-02,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
STFS,2026-03-13,REVERSE_SPLIT,0.025,yahoo,corroborated,0.0316,0.025,persistent
STHH,2026-07-14,FORWARD_SPLIT,10.0,yahoo,ex-date-absent,,,
STI,2025-05-12,REVERSE_SPLIT,0.02,yahoo,drifted,0.0201,0.0266,persistent
STKE,2025-08-05,REVERSE_SPLIT,0.125,yahoo,ex-date-absent,,,
STKH,2024-04-04,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
STKH,2025-04-28,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2193,0.2193,persistent
STKH,2025-09-10,REVERSE_SPLIT,0.125,yahoo,corroborated,0.1261,0.1261,persistent
STKH,2026-07-27,REVERSE_SPLIT,0.333333,yahoo,corroborated,0.2752,0.2713,persistent
STRC,2023-07-06,REVERSE_SPLIT,0.15,inband,drifted,0.1723,0.1943,persistent
STRM,2024-10-04,REVERSE_SPLIT,0.066667,inband,corroborated,0.066,0.0653,persistent
STRN,2025-08-20,REVERSE_SPLIT,0.068966,inband,ex-date-absent,,,
STRO,2025-12-03,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0988,0.0835,persistent
STRR,2024-06-17,REVERSE_SPLIT,0.214286,inband,corroborated,0.2236,0.2166,persistent
STSM,2026-03-23,REVERSE_SPLIT,0.333333,yahoo,corroborated,0.3592,0.3592,persistent
SUGP,2025-08-25,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0839,0.093,persistent
SUGP,2026-08-06,REVERSE_SPLIT,0.2,yahoo,corroborated,0.1621,0.1833,persistent
SUNE,2022-03-21,REVERSE_SPLIT,0.25,yahoo,ex-date-absent,,,
SUNE,2024-06-12,REVERSE_SPLIT,0.0666666666667,yahoo,ex-date-absent,,,
SUNE,2024-10-17,REVERSE_SPLIT,0.02,yahoo,ex-date-absent,,,
SUNE,2025-04-21,REVERSE_SPLIT,0.005,yahoo,drifted,0.0048,0.0064,persistent
SUNL,2023-08-23,REVERSE_SPLIT,0.05,inband,drifted,0.0665,0.0637,persistent
SURG,2021-11-02,REVERSE_SPLIT,0.02,yahoo,no-prev-bar,,,
SVC,2026-07-07,REVERSE_SPLIT,0.2,yahoo,corroborated,0.1975,0.201,persistent
SVRE,2024-10-28,REVERSE_SPLIT,0.055556,yahoo,corroborated,0.0498,0.0447,persistent
SVRE,2025-02-21,REVERSE_SPLIT,0.076923,inband,corroborated,0.0756,0.0749,persistent
SVRE,2025-06-11,REVERSE_SPLIT,0.333333,yahoo,corroborated,0.3098,0.3333,persistent
SVRE,2025-12-10,REVERSE_SPLIT,0.333333,yahoo,corroborated,0.336,0.3333,persistent
SVRE,2026-02-25,REVERSE_SPLIT,0.25,yahoo,corroborated,0.2423,0.2293,persistent
SVRN,2022-12-21,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
SVRN,2022-12-22,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
SVRN,2023-06-08,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
SVRN,2025-08-25,REVERSE_SPLIT,0.04,yahoo,ex-date-absent,,,
SVRN,2026-03-30,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0429,0.0468,persistent
SVXY,2024-04-11,FORWARD_SPLIT,2.0,yahoo,corroborated,2.0018,1.9815,persistent
SWAG,2022-12-16,FORWARD_SPLIT,7.0,inband,corroborated,7.8923,7.4348,persistent
SWVL,2023-01-26,REVERSE_SPLIT,0.04,yahoo,corroborated,0.0379,0.0444,persistent
SXTC,2022-05-19,REVERSE_SPLIT,0.064516,inband,corroborated,0.064,0.0581,persistent
SXTC,2023-10-05,REVERSE_SPLIT,0.04,yahoo,corroborated,0.0365,0.0416,persistent
SXTC,2026-02-03,REVERSE_SPLIT,0.006667,yahoo,drifted,0.0081,0.0097,persistent
SXTC,2026-08-10,REVERSE_SPLIT,0.0125,yahoo,corroborated,0.0122,0.0128,persistent
SXTP,2024-08-12,REVERSE_SPLIT,0.083333,yahoo,drifted,0.0618,0.0583,persistent
SXTP,2025-02-24,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2113,0.2005,persistent
SXTP,2026-01-20,REVERSE_SPLIT,0.25,yahoo,corroborated,0.2623,0.3103,persistent
SYBX,2023-09-28,REVERSE_SPLIT,0.074074,inband,corroborated,0.0682,0.0804,persistent
SYN,2022-07-25,REVERSE_SPLIT,0.107692,inband,corroborated,0.1007,0.1027,persistent
SYRE,2023-09-08,REVERSE_SPLIT,0.04,yahoo,ex-date-absent,,,
SYRS,2022-09-19,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1432,0.1177,persistent
SYTA,2023-12-04,REVERSE_SPLIT,0.140625,inband,ex-date-absent,,,
SYTA,2024-08-02,REVERSE_SPLIT,0.058824,inband,corroborated,0.0621,0.0587,persistent
SYTA,2024-12-27,REVERSE_SPLIT,0.092308,inband,corroborated,0.1002,0.0807,persistent
SZK,2026-05-28,REVERSE_SPLIT,0.5,yahoo,ex-date-absent,,,
T,2022-04-11,FORWARD_SPLIT,1.324,yahoo,corroborated,1.2739,1.2298,persistent
TACK,2026-04-20,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
TADS,2022-01-03,FORWARD_SPLIT,64.0,inband,corroborated,48.9704,62.234,persistent
TANH,2022-02-28,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1,0.0986,persistent
TANH,2022-11-09,REVERSE_SPLIT,0.041667,yahoo,corroborated,0.0495,0.0495,persistent
TANH,2025-02-13,REVERSE_SPLIT,0.025,yahoo,corroborated,0.0265,0.0221,persistent
TANH,2026-09-04,REVERSE_SPLIT,0.02,yahoo,ex-date-absent,,,
TAOP,2023-08-01,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0996,0.1123,persistent
TAOP,2025-05-29,REVERSE_SPLIT,0.033333,yahoo,corroborated,0.0388,0.0406,persistent
TAOX,2024-04-05,REVERSE_SPLIT,0.04,yahoo,ex-date-absent,,,
TARK,2022-12-01,REVERSE_SPLIT,0.2,yahoo,corroborated,0.1991,0.1954,persistent
TARK,2024-11-27,FORWARD_SPLIT,2.0,yahoo,corroborated,2.0646,2.0152,persistent
TBH,2026-06-01,REVERSE_SPLIT,0.125,inband,corroborated,0.1203,0.1205,persistent
TBIO,2024-05-09,REVERSE_SPLIT,0.055556,yahoo,corroborated,0.0653,0.0546,persistent
TBLT,2024-01-02,REVERSE_SPLIT,0.015625,inband,corroborated,0.0173,0.0185,persistent
TC,2024-01-26,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.058,0.0534,persistent
TC,2025-08-29,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0488,0.0488,persistent
TCBP,2022-11-21,REVERSE_SPLIT,0.02,inband,corroborated,0.0237,0.0237,persistent
TCBP,2023-12-15,REVERSE_SPLIT,0.05,inband,corroborated,0.0557,0.058,persistent
TCBP,2024-08-05,REVERSE_SPLIT,0.1,inband,ex-date-absent,,,
TCBP,2025-02-10,REVERSE_SPLIT,0.046154,inband,corroborated,0.0508,0.0567,persistent
TCDA,2022-10-24,FORWARD_SPLIT,15.5,inband,corroborated,15.7811,18.1076,persistent
TCON,2024-04-10,REVERSE_SPLIT,0.05,inband,corroborated,0.0565,0.0557,persistent
TCRT,2024-02-01,REVERSE_SPLIT,0.066667,yahoo,drifted,0.0751,0.0848,persistent
TCRT,2024-07-18,REVERSE_SPLIT,0.1,yahoo,drifted,0.1548,0.1526,persistent
TCS,2024-09-04,REVERSE_SPLIT,0.071429,inband,corroborated,0.0705,0.0787,persistent
TDIC,2026-04-20,REVERSE_SPLIT,0.2,yahoo,corroborated,0.212,0.2065,persistent
TDIC,2026-06-15,REVERSE_SPLIT,0.04,yahoo,corroborated,0.0358,0.0432,persistent
TDTH,2026-04-24,REVERSE_SPLIT,0.033333,yahoo,corroborated,0.0365,0.0346,persistent
TECH,2022-11-30,FORWARD_SPLIT,4.0,yahoo,corroborated,4.0065,3.8524,persistent
TECS,2021-10-25,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1013,0.1007,persistent
TECS,2024-11-04,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1007,0.0999,persistent
TECS,2026-07-15,REVERSE_SPLIT,0.1,yahoo,corroborated,0.099,0.0967,persistent
TECX,2024-06-21,REVERSE_SPLIT,0.0833333333333,yahoo,no-prev-bar,,,
TEDU,2021-12-23,REVERSE_SPLIT,0.238095,inband,ex-date-absent,,,
TEMT,2026-03-10,REVERSE_SPLIT,0.333333,yahoo,corroborated,0.3197,0.3425,persistent
TENX,2023-01-05,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0495,0.0478,persistent
TENX,2024-01-03,REVERSE_SPLIT,0.0125,yahoo,corroborated,0.0144,0.0144,persistent
TEUP,2026-08-24,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1055,0.1049,persistent
TFFP,2023-12-19,REVERSE_SPLIT,0.034483,inband,drifted,0.0492,0.0461,persistent
TGL,2024-02-27,REVERSE_SPLIT,0.014286,yahoo,corroborated,0.016,0.016,persistent
TGL,2025-04-07,REVERSE_SPLIT,0.02,yahoo,corroborated,0.0197,0.0186,persistent
TGL,2025-12-05,REVERSE_SPLIT,0.05,yahoo,not-corroborated,0.0459,0.0129,persistent
THAR,2024-05-28,REVERSE_SPLIT,0.068966,inband,corroborated,0.0789,0.0773,persistent
THCH,2025-01-13,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2169,0.2169,persistent
THCX,2023-08-09,REVERSE_SPLIT,0.103448,inband,ex-date-absent,,,
THH,2026-08-10,REVERSE_SPLIT,0.1,yahoo,drifted,0.0883,0.0758,persistent
THMO,2022-12-22,REVERSE_SPLIT,0.022222,yahoo,corroborated,0.0218,0.0222,persistent
THTX,2023-07-31,REVERSE_SPLIT,0.222222,inband,corroborated,0.3122,0.2605,persistent
TII,2025-11-03,REVERSE_SPLIT,0.666666666667,yahoo,ex-date-absent,,,
TIL,2023-12-08,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0479,0.0473,persistent
TIPD,2025-08-21,REVERSE_SPLIT,0.257143,inband,ex-date-absent,,,
TISI,2022-12-22,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0983,0.1032,persistent
TIVC,2025-03-07,REVERSE_SPLIT,0.064516,inband,corroborated,0.0601,0.0664,persistent
TJGC,2026-05-26,REVERSE_SPLIT,0.333333333333,yahoo,ex-date-absent,,,
TKLF,2024-11-15,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
TLIH,2026-05-01,REVERSE_SPLIT,0.1,yahoo,drifted,0.0662,0.067,persistent
TLIS,2023-07-06,REVERSE_SPLIT,0.07,inband,corroborated,0.0654,0.0669,persistent
TLPH,2022-10-26,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
TLRY,2025-12-02,REVERSE_SPLIT,0.1,yahoo,corroborated,0.098,0.1016,persistent
TMF,2023-12-04,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1006,0.1011,persistent
TMV,2023-08-28,FORWARD_SPLIT,4.0,yahoo,corroborated,4.0584,4.0223,persistent
TNMG,2025-12-23,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0379,0.0585,persistent
TNON,2023-11-02,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1026,0.1026,persistent
TNON,2024-09-06,REVERSE_SPLIT,0.125,yahoo,corroborated,0.1,0.1142,persistent
TNON,2026-08-10,REVERSE_SPLIT,0.028571,yahoo,drifted,0.0267,0.0228,persistent
TNXP,2022-05-17,REVERSE_SPLIT,0.03125,yahoo,drifted,0.0368,0.04,persistent
TNXP,2023-05-10,REVERSE_SPLIT,0.16,yahoo,corroborated,0.1675,0.1797,persistent
