symbol,ex_date,ratio_new,ratio_old,factor,price_ratio,vol_gate_day,vol_gate_persist,price_dev
ENVB,2022-07-15,1,50,0.02,0.020188,0.2361,0.099,0.009355
ENVB,2025-10-28,2,23,0.086957,0.086786,0.2704,0.1752,0.001966
EOSEW,2026-08-04,22,65,0.338462,0.338501,0.1905,0.0691,0.000117
EOSU,2026-04-15,1,28,0.035714,0.035889,0.2175,0.0901,0.004894
EPV,2024-11-07,6,29,0.206897,0.206366,1.8508,0.3908,0.002567
EQC,2024-12-09,35,3,11.666667,11.662857,15.9119,1.9775,0.000327
EQRXW,2023-03-14,10,7,1.428571,1.425662,0.8051,1.1253,0.002039
EQRXW,2023-03-15,10,7,1.428571,1.429739,1.742,0.9296,0.000817
ERNA,2025-06-12,1,15,0.066667,0.066946,0.371,0.131,0.004175
ERY,2022-05-31,1,10,0.1,0.101625,1.1952,0.6719,0.016118
ESGC,2022-02-08,1,25,0.04,0.04,0.1861,0.1047,0.0
ESSC,2025-10-01,7,25,0.28,0.280056,0.0064,0.0013,0.0002
ETAO,2024-03-26,1,18,0.055556,0.05486,0.0976,0.0764,0.012595
ETH,2024-11-20,1,10,0.1,0.099117,0.0128,0.025,0.008865
ETHD,2025-11-20,3,31,0.096774,0.097404,0.0269,0.0383,0.006484
ETHT,2025-06-12,21,100,0.21,0.209996,0.1646,0.1999,2e-05
ETHU,2025-04-09,1,21,0.047619,0.048506,0.064,0.0449,0.018451
ETHZ,2025-10-20,1,10,0.1,0.099412,0.1207,0.3612,0.0059
ETQ,2025-10-29,1,20,0.05,0.049435,0.1516,0.1595,0.011355
ETR,2024-12-13,2,1,2.0,1.975522,2.5361,2.6291,0.012314
EUDA,2026-03-23,1,20,0.05,0.049945,0.1176,0.0953,0.001092
EUDAW,2024-07-18,22,15,1.466667,1.466667,1.3064,0.9804,0.0
EVAV,2023-06-05,3,31,0.096774,0.097219,0.039,0.0749,0.00459
EVAX,2025-01-14,1,5,0.2,0.200188,1.2944,0.909,0.000941
EVEX+,2024-11-21,7,23,0.304348,0.305556,3.3113,0.6623,0.00396
EVFM,2022-05-06,5,64,0.078125,0.078,0.2628,0.1551,0.001601
EVGN,2024-07-25,11,80,0.1375,0.137625,0.6946,0.3288,0.00091
EVGOW,2023-10-30,8,5,1.6,1.600526,1.0478,0.7364,0.000329
EVLO,2023-06-30,1,21,0.047619,0.047824,0.0544,0.0103,0.004288
EVLVW,2021-09-17,40,27,1.481481,1.488189,1.7847,2.2347,0.004517
EVOJW,2022-03-11,23,14,1.642857,1.643182,1.5556,1.5194,0.000198
EVOJW,2023-01-27,7,10,0.7,0.709534,0.364,1.0236,0.013529
EVOK,2022-05-23,4,27,0.148148,0.146199,0.465,0.0554,0.013245
EVOK,2024-08-01,3,31,0.096774,0.096219,4.207,0.4584,0.005751
EVPF,2026-03-11,3,2,1.5,1.506017,1.6552,1.1917,0.004003
EVTL,2024-09-23,3,32,0.09375,0.093734,0.6047,0.4089,0.000168
EVTV,2025-08-08,3,31,0.096774,0.096813,0.5623,0.082,0.000403
EVX,2025-02-06,100,21,4.761905,4.773656,18.0,18.8824,0.002465
EWV,2024-11-07,9,35,0.257143,0.256787,0.0343,0.2371,0.001385
EXLS,2023-08-02,5,1,5.0,4.96243,5.7642,3.545,0.007542
EXPR,2023-08-31,1,19,0.052632,0.052587,0.2265,0.5201,0.000852
EYEG,2023-12-13,1,18,0.055556,0.055398,0.0011,0.0,0.002845
EYES,2022-08-19,8,21,0.380952,0.381551,2.2784,0.3862,0.001571
EYES,2026-05-06,17,100,0.17,0.169849,0.0069,0.0003,0.00089
EZRA,2026-05-18,1,40,0.025,0.025519,0.0918,0.1543,0.020535
FACA+,2022-07-21,23,16,1.4375,1.437167,0.905,1.81,0.000232
FAMI,2023-09-25,13,80,0.1625,0.162941,0.5871,0.2071,0.002711
FAMI,2025-03-17,3,35,0.085714,0.086207,0.0809,0.0306,0.005731
FAST,2025-05-22,2,1,2.0,2.01423,1.6466,1.5408,0.00709
FATH,2023-09-29,1,20,0.05,0.049696,0.6263,0.0672,0.006099
FATPW,2022-05-13,3,2,1.5,1.497918,1.6,1.132,0.001389
FAX,2024-09-09,1,6,0.166667,0.16737,0.1698,0.0663,0.004213
FAZ,2025-09-29,1,10,0.1,0.100649,0.0646,0.2094,0.006473
FBDC,2025-08-04,1,5,0.2,0.200283,0.0578,0.0578,0.001413
FBIO,2023-10-10,2,27,0.074074,0.074119,0.4372,0.4226,0.000609
FBL,2024-03-13,5,1,5.0,4.996444,10.1469,3.5365,0.000711
FBRX,2024-08-28,1,25,0.04,0.039683,0.0445,0.0245,0.007968
FCEL,2024-11-11,1,27,0.037037,0.036765,0.0804,0.1452,0.00738
FCUV,2025-01-31,3,31,0.096774,0.098143,4.4961,0.3384,0.014048
FCUV,2026-02-09,3,29,0.103448,0.104022,10.9513,0.5779,0.005527
FEAM,2025-02-18,1,22,0.045455,0.045065,0.4104,0.1941,0.008618
FEDU,2022-06-21,1,20,0.05,0.051163,2.2532,0.002,0.02299
FEMY,2026-06-08,1,20,0.05,0.050676,0.2916,0.1896,0.013423
FFIE,2023-08-28,1,70,0.014286,0.014282,0.087,0.0537,0.000268
